,agree_percent,member1_id,member2_id,fullname_1,twitter_account_1,party_x,fullname_2,twitter_account_2,party_y,same_gender,same_age,same_state,neighborState,distance
0,94.17,H001073,I000056,Will Hurd,hurdonthehill,R,Darrell Issa,DarrellIssa,R,1,0,0,0,15.309839477599047
1,95.1,H001073,J000297,Will Hurd,hurdonthehill,R,Evan Jenkins,RepEvanJenkins,R,1,0,0,0,22.493386002478786
2,95.83,H001073,J000290,Will Hurd,hurdonthehill,R,Lynn Jenkins,RepLynnJenkins,R,0,0,0,0,10.664902218728061
3,92.78,H001073,J000299,Will Hurd,hurdonthehill,R,Mike Johnson,RepMikeJohnson,R,1,1,0,1,9.292392001300463
4,96.47,H001073,J000292,Will Hurd,hurdonthehill,R,Bill Johnson,RepBillJohnson,R,1,0,0,0,22.831550044412012
5,91.92,H001073,J000174,Will Hurd,hurdonthehill,R,Sam Johnson,SamsPressShop,R,1,0,1,0,6.384265060722753
6,62.86,H001073,J000255,Will Hurd,hurdonthehill,R,Walter Jones,RepWalterJones,R,1,0,0,0,26.05036548427239
7,91.5,H001073,J000289,Will Hurd,hurdonthehill,R,Jim Jordan,Jim_Jordan,R,1,0,0,0,21.53051381614895
8,94.87,H001073,J000295,Will Hurd,hurdonthehill,R,Dave Joyce,RepDaveJoyce,R,1,0,0,0,24.103355825521845
9,91.76,H001073,K000386,Will Hurd,hurdonthehill,R,John Katko,RepJohnKatko,R,1,0,0,0,28.77312237759999
10,93.14,H001073,K000388,Will Hurd,hurdonthehill,R,Trent Kelly,reptrentkelly,R,1,0,0,0,13.891138633138178
11,93.8,H001073,K000376,Will Hurd,hurdonthehill,R,Mike Kelly,MikeKellyPA,R,1,0,0,0,24.88437709374843
12,91.27,H001073,K000210,Will Hurd,hurdonthehill,R,Peter King,RepPeteKing,R,1,0,0,0,30.85972469527854
13,91.72,H001073,K000362,Will Hurd,hurdonthehill,R,Steve King,SteveKingIA,R,1,0,0,0,14.478399932484693
14,94.83,H001073,K000378,Will Hurd,hurdonthehill,R,Adam Kinzinger,RepKinzinger,R,1,1,0,0,17.472514373317583
15,96.15,H001073,K000387,Will Hurd,hurdonthehill,R,Steve Knight,SteveKnight25,R,1,0,0,0,16.467407334189225
16,93.17,H001073,K000392,Will Hurd,hurdonthehill,R,David Kustoff,repdavidkustoff,R,1,0,0,0,14.350916563261375
17,89.22,H001073,L000573,Will Hurd,hurdonthehill,R,Raúl Labrador,Raul_Labrador,R,1,0,0,0,20.282528665928407
18,94.71,H001073,L000585,Will Hurd,hurdonthehill,R,Darin LaHood,RepLaHood,R,1,1,0,0,15.748359248297596
19,92.66,H001073,L000578,Will Hurd,hurdonthehill,R,Doug LaMalfa,RepLaMalfa,R,1,0,0,0,21.772330184309396
20,92.28,H001073,L000564,Will Hurd,hurdonthehill,R,Doug Lamborn,RepDLamborn,R,1,0,0,0,8.951347767638527
21,90.91,H001073,L000567,Will Hurd,hurdonthehill,R,Leonard Lance,RepLanceNJ7,R,1,0,0,0,29.41661794798976
22,94.74,H001073,L000566,Will Hurd,hurdonthehill,R,Robert Latta,BobLatta,R,1,0,0,0,21.255145522988368
24,91.82,H001073,L000587,Will Hurd,hurdonthehill,R,Jason Lewis,RepJasonLewis,R,1,0,0,0,17.01677148832411
25,88.36,H001073,L000554,Will Hurd,hurdonthehill,R,Frank LoBiondo,RepLoBiondo,R,1,0,0,0,28.946088734682746
26,93.76,H001073,L000576,Will Hurd,hurdonthehill,R,Billy Long,USRepLong,R,1,0,0,0,10.89851160411666
27,92.76,H001073,L000583,Will Hurd,hurdonthehill,R,Barry Loudermilk,RepLoudermilk,R,1,0,0,0,18.117031656347304
28,93.8,H001073,L000584,Will Hurd,hurdonthehill,R,Mia Love,repmialove,R,0,1,0,0,13.426473134318158
29,95.03,H001073,L000491,Will Hurd,hurdonthehill,R,Frank Lucas,RepFrankLucas,R,1,0,0,1,6.7369731821592245
30,94.23,H001073,L000569,Will Hurd,hurdonthehill,R,Blaine Luetkemeyer,RepBlainePress,R,1,0,0,0,13.565969742542384
31,94.22,H001073,M001193,Will Hurd,hurdonthehill,R,Tom MacArthur,RepTomMacArthur,R,1,0,0,0,29.41728434451814
32,94.54,H001073,M001158,Will Hurd,hurdonthehill,R,Kenny Marchant,RepKenMarchant,R,1,0,1,0,5.924140334175196
33,93.96,H001073,M001179,Will Hurd,hurdonthehill,R,Tom Marino,RepTomMarino,R,1,0,0,0,28.086780202262677
35,76.7,H001073,M001184,Will Hurd,hurdonthehill,R,Thomas Massie,RepThomasMassie,R,1,1,0,0,19.717762996790253
36,92.78,H001073,M001199,Will Hurd,hurdonthehill,R,Brian Mast,repbrianmast,R,1,1,0,0,22.19358035391057
37,94.34,H001073,M001165,Will Hurd,hurdonthehill,R,Kevin McCarthy,GOPLeader,R,1,0,0,0,17.000355647624865
38,93.91,H001073,M001157,Will Hurd,hurdonthehill,R,Michael McCaul,RepMcCaul,R,1,0,1,0,5.781318652458443
39,90.26,H001073,M001177,Will Hurd,hurdonthehill,R,Tom McClintock,RepMcClintock,R,1,0,0,0,19.150132392934786
40,93.97,H001073,M001156,Will Hurd,hurdonthehill,R,Patrick McHenry,PatrickMcHenry,R,1,1,0,0,21.34834659254876
41,94.16,H001073,M001180,Will Hurd,hurdonthehill,R,David McKinley,RepMcKinley,R,1,0,0,0,23.858564680895416
42,94.16,H001073,M001159,Will Hurd,hurdonthehill,R,Cathy McMorris Rodgers,CathyMcMorris,R,0,1,0,0,23.172219307498498
43,95.54,H001073,M001197,Will Hurd,hurdonthehill,R,Martha McSally,RepMcSally,R,0,0,0,0,7.75051707850435
44,91.54,H001073,M001187,Will Hurd,hurdonthehill,R,Mark Meadows,RepMarkMeadows,R,1,0,0,0,20.221411807793483
45,92.11,H001073,M001189,Will Hurd,hurdonthehill,R,Luke Messer,RepLukeMesser,R,1,1,0,0,19.283253038721647
46,95.29,H001073,M001201,Will Hurd,hurdonthehill,R,Paul Mitchell,RepPaulMitchell,R,1,0,0,0,23.298816741984677
47,95.07,H001073,M001194,Will Hurd,hurdonthehill,R,John Moolenaar,RepMoolenaar,R,1,0,0,0,22.10374865376396
48,90.36,H001073,M001195,Will Hurd,hurdonthehill,R,Alex Mooney,RepAlexMooney,R,1,1,0,0,23.736001008926287
49,93.31,H001073,M001190,Will Hurd,hurdonthehill,R,Markwayne Mullin,RepMullin,R,1,1,0,1,8.40030620281824
50,93.3,H001073,N000189,Will Hurd,hurdonthehill,R,Dan Newhouse,RepNewhouse,R,1,0,0,0,24.228262790421446
51,93.25,H001073,N000184,Will Hurd,hurdonthehill,R,Kristi Noem,RepKristiNoem,R,0,1,0,0,14.217677020326965
52,89.39,H001073,N000190,Will Hurd,hurdonthehill,R,Ralph Norman,RepRalphNorman,R,1,0,0,0,21.744883771623307
53,94.65,H001073,N000181,Will Hurd,hurdonthehill,R,Devin Nunes,Rep_DevinNunes,R,1,1,0,0,18.089031346957945
54,93.59,H001073,O000168,Will Hurd,hurdonthehill,R,Pete Olson,RepPeteOlson,R,1,0,1,0,6.73501872985299
55,94.81,H001073,P000601,Will Hurd,hurdonthehill,R,Steven Palazzo,CongPalazzo,R,1,1,0,0,13.286681076009955
56,92.94,H001073,P000609,Will Hurd,hurdonthehill,R,Gary Palmer,USRepGaryPalmer,R,1,0,0,0,15.91344748682417
57,95.07,H001073,P000594,Will Hurd,hurdonthehill,R,Erik Paulsen,RepErikPaulsen,R,1,0,0,0,17.078861140848545
58,94.81,H001073,P000588,Will Hurd,hurdonthehill,R,Steve Pearce,RepStevePearce,R,1,0,0,1,4.948499147466485
59,91.32,H001073,P000605,Will Hurd,hurdonthehill,R,Scott Perry,RepScottPerry,R,1,0,0,0,27.183921081426977
60,94.99,H001073,P000606,Will Hurd,hurdonthehill,R,Robert Pittenger,RepPittenger,R,1,0,0,0,23.258629124820622
61,92.39,H001073,P000592,Will Hurd,hurdonthehill,R,Ted Poe,JudgeTedPoe,R,1,0,1,0,7.036793899012
62,95.48,H001073,P000611,Will Hurd,hurdonthehill,R,Bruce Poliquin,RepPoliquin,R,1,0,0,0,36.54023521229246
63,91.99,H001073,P000599,Will Hurd,hurdonthehill,R,Bill Posey,CongBillPosey,R,1,0,0,0,21.744891170400358
65,93.75,H001073,R000601,Will Hurd,hurdonthehill,R,John Ratcliffe,RepRatcliffe,R,1,0,1,0,7.55067261637753
66,93.96,H001073,R000585,Will Hurd,hurdonthehill,R,Tom Reed,RepTomReed,R,1,1,0,0,27.36085699869822
67,92.11,H001073,R000578,Will Hurd,hurdonthehill,R,Dave Reichert,DaveReichert,R,1,0,0,0,25.25786868909628
68,93.34,H001073,R000586,Will Hurd,hurdonthehill,R,Jim Renacci,RepJimRenacci,R,1,0,0,0,23.18617938066361
69,94.08,H001073,R000597,Will Hurd,hurdonthehill,R,Tom Rice,RepTomRice,R,1,0,0,0,23.135614065610472
70,94.27,H001073,R000591,Will Hurd,hurdonthehill,R,Martha Roby,RepMarthaRoby,R,0,1,0,0,16.34590536582902
71,93.25,H001073,R000582,Will Hurd,hurdonthehill,R,Phil Roe,DrPhilRoe,R,1,0,0,0,20.41973652869868
72,94.76,H001073,R000395,Will Hurd,hurdonthehill,R,Harold Rogers,RepHalRogers,R,1,0,0,0,20.09582929827272
73,95.45,H001073,R000575,Will Hurd,hurdonthehill,R,Mike Rogers,RepMikeRogersAL,R,1,0,0,0,16.885750809814642
75,93.26,H001073,R000592,Will Hurd,hurdonthehill,R,Todd Rokita,ToddRokita,R,1,1,0,0,18.4489902997342
76,93.42,H001073,R000607,Will Hurd,hurdonthehill,R,Francis Rooney,RepRooney,R,1,0,0,0,20.8957002134176
77,93.73,H001073,R000583,Will Hurd,hurdonthehill,R,Tom Rooney,TomRooney,R,1,1,0,0,21.064806781515372
78,89.43,H001073,R000435,Will Hurd,hurdonthehill,R,Ileana Ros-Lehtinen,RosLehtinen,R,0,0,0,0,22.580167162913394
79,94.79,H001073,R000580,Will Hurd,hurdonthehill,R,Peter Roskam,PeterRoskam,R,1,0,0,0,18.354165568755427
80,95.59,H001073,R000593,Will Hurd,hurdonthehill,R,Dennis Ross,RepDennisRoss,R,1,0,0,0,20.50183478853975
81,93.59,H001073,R000598,Will Hurd,hurdonthehill,R,Keith Rothfus,KeithRothfus,R,1,0,0,0,24.98144901175273
82,95.02,H001073,R000603,Will Hurd,hurdonthehill,R,David Rouzer,RepDavidRouzer,R,1,1,0,0,24.52164570258116
83,93.11,H001073,R000487,Will Hurd,hurdonthehill,R,Edward Royce,RepEdRoyce,R,1,0,0,0,15.881091154214936
84,90.89,H001073,R000604,Will Hurd,hurdonthehill,R,Steve Russell,RepRussell,R,1,0,0,1,7.287733417433679
85,95.18,H001073,R000609,Will Hurd,hurdonthehill,R,John Rutherford,RepRutherfordFL,R,1,0,0,0,20.715470232783826
86,90.91,H001073,R000570,Will Hurd,hurdonthehill,R,Paul Ryan,SpeakerRyan,R,1,1,0,0,18.650645699189237
87,85.48,H001073,S000051,Will Hurd,hurdonthehill,R,Mark Sanford,RepSanfordSC,R,1,0,0,0,22.313631623051986
88,94.64,H001073,S001176,Will Hurd,hurdonthehill,R,Steve Scalise,SteveScalise,R,1,0,0,1,12.288154645196245
89,91.47,H001073,S001183,Will Hurd,hurdonthehill,R,David Schweikert,RepDavid,R,1,0,0,0,10.07890277032676
90,93.0,H001073,S001189,Will Hurd,hurdonthehill,R,Austin Scott,AustinScottGA08,R,1,1,0,0,18.96134038602448
91,90.53,H001073,S000244,Will Hurd,hurdonthehill,R,F. Sensenbrenner,JimPressOffice,R,1,0,0,0,18.857003633262714
92,93.66,H001073,S000250,Will Hurd,hurdonthehill,R,Pete Sessions,PeteSessions,R,1,0,1,0,6.250611560261518
93,94.0,H001073,S000364,Will Hurd,hurdonthehill,R,John Shimkus,RepShimkus,R,1,0,0,0,16.332561987951607
94,93.94,H001073,S001154,Will Hurd,hurdonthehill,R,Bill Shuster,RepBillShuster,R,1,0,0,0,25.623064412550892
95,94.56,H001073,S001148,Will Hurd,hurdonthehill,R,Mike Simpson,CongMikeSimpson,R,1,0,0,0,17.096792432668387
96,86.25,H001073,S000522,Will Hurd,hurdonthehill,R,Christopher Smith,RepChrisSmith,R,1,0,0,0,29.701736361343126
97,93.86,H001073,S001195,Will Hurd,hurdonthehill,R,Jason Smith,RepJasonSmith,R,1,1,0,0,13.307978574692529
98,93.83,H001073,S000583,Will Hurd,hurdonthehill,R,Lamar Smith,LamarSmithTX21,R,1,0,1,0,3.4221513922487166
99,94.0,H001073,S001172,Will Hurd,hurdonthehill,R,Adrian Smith,RepAdrianSmith,R,1,1,0,0,11.371289757770588
100,94.1,H001073,S001199,Will Hurd,hurdonthehill,R,Lloyd Smucker,RepSmucker,R,1,0,0,0,27.879049538076767
101,90.65,H001073,S001196,Will Hurd,hurdonthehill,R,Elise Stefanik,RepStefanik,R,0,1,0,0,30.98952775641587
102,93.39,H001073,S001192,Will Hurd,hurdonthehill,R,Chris Stewart,RepChrisStewart,R,1,0,0,0,13.19912164587735
103,96.09,H001073,S001187,Will Hurd,hurdonthehill,R,Steve Stivers,RepSteveStivers,R,1,0,0,0,21.659927439695267
104,93.52,H001073,T000477,Will Hurd,hurdonthehill,R,Scott Taylor,RepScottTaylor,R,1,1,0,0,27.34910085384745
105,95.03,H001073,T000478,Will Hurd,hurdonthehill,R,Claudia Tenney,RepTenney,R,0,0,0,0,29.483556565967397
106,96.49,H001073,T000467,Will Hurd,hurdonthehill,R,Glenn Thompson,CongressmanGT,R,1,0,0,0,26.210113256009393
107,94.7,H001073,T000238,Will Hurd,hurdonthehill,R,William Thornberry,MacTXPress,R,1,0,1,0,4.787905139478305
108,95.47,H001073,T000470,Will Hurd,hurdonthehill,R,Scott Tipton,RepTipton,R,1,0,0,0,9.71280710344217
109,94.72,H001073,T000475,Will Hurd,hurdonthehill,R,Dave Trott,repdavetrott,R,1,0,0,0,22.474971382555047
110,95.53,H001073,T000463,Will Hurd,hurdonthehill,R,Michael Turner,RepMikeTurner,R,1,0,0,0,20.631691501104488
111,94.56,H001073,U000031,Will Hurd,hurdonthehill,R,Fred Upton,RepFredUpton,R,1,0,0,0,20.259671314016558
112,96.11,H001073,V000129,Will Hurd,hurdonthehill,R,David Valadao,RepDavidValadao,R,1,1,0,0,18.394554728990844
113,93.18,H001073,W000812,Will Hurd,hurdonthehill,R,Ann Wagner,RepAnnWagner,R,0,0,0,0,14.407023772816355
114,95.96,H001073,W000798,Will Hurd,hurdonthehill,R,Tim Walberg,RepWalberg,R,1,0,0,0,21.506925987187195
115,94.14,H001073,W000791,Will Hurd,hurdonthehill,R,Greg Walden,RepGregWalden,R,1,0,0,0,21.844792444047084
116,92.87,H001073,W000819,Will Hurd,hurdonthehill,R,Mark Walker,RepMarkWalker,R,1,1,0,0,23.570976873246714
117,94.35,H001073,W000813,Will Hurd,hurdonthehill,R,Jackie Walorski,RepWalorski,R,0,0,0,0,19.447704723017605
118,93.49,H001073,W000820,Will Hurd,hurdonthehill,R,Mimi Walters,RepMimiWalters,R,0,0,0,0,15.665682445223927
119,94.42,H001073,W000814,Will Hurd,hurdonthehill,R,Randy Weber,TXRandy14,R,1,0,1,0,7.511614175071022
120,91.61,H001073,W000806,Will Hurd,hurdonthehill,R,Daniel Webster,RepWebster,R,1,0,0,0,20.249026493041306
121,94.16,H001073,W000815,Will Hurd,hurdonthehill,R,Brad Wenstrup,RepBradWenstrup,R,1,0,0,0,20.6883462282018
122,93.16,H001073,W000821,Will Hurd,hurdonthehill,R,Bruce Westerman,RepWesterman,R,1,0,0,1,9.926211826244526
123,92.53,H001073,W000816,Will Hurd,hurdonthehill,R,Roger Williams,RepRWilliams,R,1,0,1,0,4.685935544591354
124,93.47,H001073,W000795,Will Hurd,hurdonthehill,R,Joe Wilson,RepJoeWilson,R,1,0,0,0,21.23976114447466
125,92.75,H001073,W000804,Will Hurd,hurdonthehill,R,Robert Wittman,RobWittman,R,1,0,0,0,26.410073615351905
126,94.29,H001073,W000809,Will Hurd,hurdonthehill,R,Steve Womack,Rep_SteveWomack,R,1,0,0,1,10.41448325264742
127,93.97,H001073,W000810,Will Hurd,hurdonthehill,R,Rob Woodall,RepRobWoodall,R,1,1,0,0,18.643102290603963
128,95.25,H001073,Y000063,Will Hurd,hurdonthehill,R,Kevin Yoder,RepKevinYoder,R,1,1,0,0,11.392216501912026
129,92.94,H001073,Y000065,Will Hurd,hurdonthehill,R,Ted Yoho,RepTedYoho,R,1,0,0,0,20.321837754630753
130,92.83,H001073,Y000066,Will Hurd,hurdonthehill,R,David Young,RepDavidYoung,R,1,0,0,0,13.298766599739384
131,94.06,H001073,Y000033,Will Hurd,hurdonthehill,R,Don Young,RepDonYoung,R,1,0,0,0,60.25672566413356
132,92.1,H001073,Z000017,Will Hurd,hurdonthehill,R,Lee Zeldin,RepLeeZeldin,R,1,1,0,0,31.497187697809693
133,92.42,I000056,J000297,Darrell Issa,DarrellIssa,R,Evan Jenkins,RepEvanJenkins,R,1,1,0,0,36.49185678101996
134,93.04,I000056,J000290,Darrell Issa,DarrellIssa,R,Lynn Jenkins,RepLynnJenkins,R,0,0,0,0,22.55426982288753
135,94.76,I000056,J000299,Darrell Issa,DarrellIssa,R,Mike Johnson,RepMikeJohnson,R,1,0,0,0,24.256553084257213
136,93.4,I000056,J000292,Darrell Issa,DarrellIssa,R,Bill Johnson,RepBillJohnson,R,1,1,0,0,36.41200156372289
137,95.81,I000056,J000174,Darrell Issa,DarrellIssa,R,Sam Johnson,SamsPressShop,R,1,0,0,0,20.773950336807975
138,61.29,I000056,J000255,Darrell Issa,DarrellIssa,R,Walter Jones,RepWalterJones,R,1,0,0,0,40.63549836033738
139,91.35,I000056,J000289,Darrell Issa,DarrellIssa,R,Jim Jordan,Jim_Jordan,R,1,0,0,0,34.71047052493605
140,92.11,I000056,J000295,Darrell Issa,DarrellIssa,R,Dave Joyce,RepDaveJoyce,R,1,1,0,0,37.30325536221932
141,89.13,I000056,K000386,Darrell Issa,DarrellIssa,R,John Katko,RepJohnKatko,R,1,1,0,0,41.999052683769634
142,94.5,I000056,K000388,Darrell Issa,DarrellIssa,R,Trent Kelly,reptrentkelly,R,1,0,0,0,28.395709566499647
143,94.62,I000056,K000376,Darrell Issa,DarrellIssa,R,Mike Kelly,MikeKellyPA,R,1,1,0,0,38.24225584137611
144,92.42,I000056,K000210,Darrell Issa,DarrellIssa,R,Peter King,RepPeteKing,R,1,0,0,0,44.71959422939274
145,93.43,I000056,K000362,Darrell Issa,DarrellIssa,R,Steve King,SteveKingIA,R,1,1,0,0,24.57929305332312
146,91.52,I000056,K000378,Darrell Issa,DarrellIssa,R,Adam Kinzinger,RepKinzinger,R,1,0,0,0,29.707913231532718
147,93.66,I000056,K000387,Darrell Issa,DarrellIssa,R,Steve Knight,SteveKnight25,R,1,0,1,0,1.5543372971878944
148,95.36,I000056,K000392,Darrell Issa,DarrellIssa,R,David Kustoff,repdavidkustoff,R,1,0,0,0,28.402482260609197
149,92.9,I000056,L000573,Darrell Issa,DarrellIssa,R,Raúl Labrador,Raul_Labrador,R,1,0,0,0,12.123196692302844
150,92.2,I000056,L000585,Darrell Issa,DarrellIssa,R,Darin LaHood,RepLaHood,R,1,0,0,0,28.174228533516718
151,94.15,I000056,L000578,Darrell Issa,DarrellIssa,R,Doug LaMalfa,RepLaMalfa,R,1,1,1,0,8.496287418630738
152,95.03,I000056,L000564,Darrell Issa,DarrellIssa,R,Doug Lamborn,RepDLamborn,R,1,1,0,0,13.248319173470753
153,89.14,I000056,L000567,Darrell Issa,DarrellIssa,R,Leonard Lance,RepLanceNJ7,R,1,1,0,0,43.222026745057114
154,94.64,I000056,L000566,Darrell Issa,DarrellIssa,R,Robert Latta,BobLatta,R,1,1,0,0,34.25566663587462
156,93.95,I000056,L000587,Darrell Issa,DarrellIssa,R,Jason Lewis,RepJasonLewis,R,1,1,0,0,26.96313156959373
157,86.19,I000056,L000554,Darrell Issa,DarrellIssa,R,Frank LoBiondo,RepLoBiondo,R,1,1,0,0,42.949306174571326
158,94.56,I000056,L000576,Darrell Issa,DarrellIssa,R,Billy Long,USRepLong,R,1,1,0,0,23.973912657335482
159,95.64,I000056,L000583,Darrell Issa,DarrellIssa,R,Barry Loudermilk,RepLoudermilk,R,1,0,0,0,32.74877659770493
160,94.6,I000056,L000584,Darrell Issa,DarrellIssa,R,Mia Love,repmialove,R,0,0,0,0,8.588106428822941
161,95.74,I000056,L000491,Darrell Issa,DarrellIssa,R,Frank Lucas,RepFrankLucas,R,1,1,0,0,18.760454774099692
162,95.64,I000056,L000569,Darrell Issa,DarrellIssa,R,Blaine Luetkemeyer,RepBlainePress,R,1,1,0,0,26.36398648682525
163,90.43,I000056,M001193,Darrell Issa,DarrellIssa,R,Tom MacArthur,RepTomMacArthur,R,1,1,0,0,43.359280261720826
164,94.34,I000056,M001158,Darrell Issa,DarrellIssa,R,Kenny Marchant,RepKenMarchant,R,1,1,0,0,20.381240345082414
165,94.96,I000056,M001179,Darrell Issa,DarrellIssa,R,Tom Marino,RepTomMarino,R,1,1,0,0,41.65784863007361
167,80.3,I000056,M001184,Darrell Issa,DarrellIssa,R,Thomas Massie,RepThomasMassie,R,1,0,0,0,33.37747133360177
168,91.03,I000056,M001199,Darrell Issa,DarrellIssa,R,Brian Mast,repbrianmast,R,1,0,0,0,37.49374692544622
169,95.73,I000056,M001165,Darrell Issa,DarrellIssa,R,Kevin McCarthy,GOPLeader,R,1,0,1,0,2.569946139249029
170,95.56,I000056,M001157,Darrell Issa,DarrellIssa,R,Michael McCaul,RepMcCaul,R,1,1,0,0,21.059776063494734
171,94.83,I000056,M001177,Darrell Issa,DarrellIssa,R,Tom McClintock,RepMcClintock,R,1,1,1,0,5.3214659780230384
172,96.29,I000056,M001156,Darrell Issa,DarrellIssa,R,Patrick McHenry,PatrickMcHenry,R,1,0,0,0,35.829527056749384
173,90.96,I000056,M001180,Darrell Issa,DarrellIssa,R,David McKinley,RepMcKinley,R,1,1,0,0,37.613183117238606
174,96.0,I000056,M001159,Darrell Issa,DarrellIssa,R,Cathy McMorris Rodgers,CathyMcMorris,R,0,0,0,0,14.282247389194875
175,93.6,I000056,M001197,Darrell Issa,DarrellIssa,R,Martha McSally,RepMcSally,R,0,0,0,1,7.5598324879692544
176,94.69,I000056,M001187,Darrell Issa,DarrellIssa,R,Mark Meadows,RepMarkMeadows,R,1,1,0,0,34.65276175548819
177,94.05,I000056,M001189,Darrell Issa,DarrellIssa,R,Luke Messer,RepLukeMesser,R,1,0,0,0,32.61352022479473
178,95.86,I000056,M001201,Darrell Issa,DarrellIssa,R,Paul Mitchell,RepPaulMitchell,R,1,1,0,0,35.82468492062572
179,94.75,I000056,M001194,Darrell Issa,DarrellIssa,R,John Moolenaar,RepMoolenaar,R,1,1,0,0,34.26065067329503
180,92.73,I000056,M001195,Darrell Issa,DarrellIssa,R,Alex Mooney,RepAlexMooney,R,1,0,0,0,37.61062864435263
181,94.93,I000056,M001190,Darrell Issa,DarrellIssa,R,Markwayne Mullin,RepMullin,R,1,0,0,0,22.01334852799511
182,94.74,I000056,N000189,Darrell Issa,DarrellIssa,R,Dan Newhouse,RepNewhouse,R,1,1,0,0,14.17334284551154
183,93.77,I000056,N000184,Darrell Issa,DarrellIssa,R,Kristi Noem,RepKristiNoem,R,0,0,0,0,20.44630623134545
184,92.61,I000056,N000190,Darrell Issa,DarrellIssa,R,Ralph Norman,RepRalphNorman,R,1,1,0,0,36.38946728673335
185,96.06,I000056,N000181,Darrell Issa,DarrellIssa,R,Devin Nunes,Rep_DevinNunes,R,1,0,1,0,3.7498615389080783
186,95.68,I000056,O000168,Darrell Issa,DarrellIssa,R,Pete Olson,RepPeteOlson,R,1,1,0,0,22.035065113230328
187,94.59,I000056,P000601,Darrell Issa,DarrellIssa,R,Steven Palazzo,CongPalazzo,R,1,0,0,0,28.385184317997407
188,93.97,I000056,P000609,Darrell Issa,DarrellIssa,R,Gary Palmer,USRepGaryPalmer,R,1,1,0,0,30.675494423939533
189,92.02,I000056,P000594,Darrell Issa,DarrellIssa,R,Erik Paulsen,RepErikPaulsen,R,1,0,0,0,26.564533105838642
190,92.08,I000056,P000588,Darrell Issa,DarrellIssa,R,Steve Pearce,RepStevePearce,R,1,1,0,0,11.09135633911922
191,91.76,I000056,P000605,Darrell Issa,DarrellIssa,R,Scott Perry,RepScottPerry,R,1,1,0,0,41.014241088828115
192,93.85,I000056,P000606,Darrell Issa,DarrellIssa,R,Robert Pittenger,RepPittenger,R,1,1,0,0,37.8811288074544
193,91.94,I000056,P000592,Darrell Issa,DarrellIssa,R,Ted Poe,JudgeTedPoe,R,1,1,0,0,22.30329986952491
194,92.06,I000056,P000611,Darrell Issa,DarrellIssa,R,Bruce Poliquin,RepPoliquin,R,1,1,0,0,49.793660619622656
195,94.43,I000056,P000599,Darrell Issa,DarrellIssa,R,Bill Posey,CongBillPosey,R,1,1,0,0,37.01774995433503
197,93.06,I000056,R000601,Darrell Issa,DarrellIssa,R,John Ratcliffe,RepRatcliffe,R,1,0,0,0,21.984079848548546
198,91.56,I000056,R000585,Darrell Issa,DarrellIssa,R,Tom Reed,RepTomReed,R,1,0,0,0,40.65010908766512
199,90.57,I000056,R000578,Darrell Issa,DarrellIssa,R,Dave Reichert,DaveReichert,R,1,1,0,0,14.56310911903117
200,91.97,I000056,R000586,Darrell Issa,DarrellIssa,R,Jim Renacci,RepJimRenacci,R,1,1,0,0,36.46309313436893
201,94.22,I000056,R000597,Darrell Issa,DarrellIssa,R,Tom Rice,RepTomRice,R,1,1,0,0,37.86525046161349
202,96.34,I000056,R000591,Darrell Issa,DarrellIssa,R,Martha Roby,RepMarthaRoby,R,0,0,0,0,31.358638279777733
203,95.65,I000056,R000582,Darrell Issa,DarrellIssa,R,Phil Roe,DrPhilRoe,R,1,1,0,0,34.71478424109486
204,96.39,I000056,R000395,Darrell Issa,DarrellIssa,R,Harold Rogers,RepHalRogers,R,1,0,0,0,34.10820895394082
205,93.98,I000056,R000575,Darrell Issa,DarrellIssa,R,Mike Rogers,RepMikeRogersAL,R,1,1,0,0,31.681838482461767
207,93.6,I000056,R000592,Darrell Issa,DarrellIssa,R,Todd Rokita,ToddRokita,R,1,0,0,0,31.333959505426666
208,96.61,I000056,R000607,Darrell Issa,DarrellIssa,R,Francis Rooney,RepRooney,R,1,1,0,0,36.20546441748278
209,94.97,I000056,R000583,Darrell Issa,DarrellIssa,R,Tom Rooney,TomRooney,R,1,0,0,0,36.366261785087545
210,86.15,I000056,R000435,Darrell Issa,DarrellIssa,R,Ileana Ros-Lehtinen,RosLehtinen,R,0,1,0,0,37.88893715642234
211,93.4,I000056,R000580,Darrell Issa,DarrellIssa,R,Peter Roskam,PeterRoskam,R,1,1,0,0,30.4808262963222
212,96.79,I000056,R000593,Darrell Issa,DarrellIssa,R,Dennis Ross,RepDennisRoss,R,1,1,0,0,35.778910271446314
213,96.33,I000056,R000598,Darrell Issa,DarrellIssa,R,Keith Rothfus,KeithRothfus,R,1,1,0,0,38.55971870134099
214,92.85,I000056,R000603,Darrell Issa,DarrellIssa,R,David Rouzer,RepDavidRouzer,R,1,0,0,0,39.191043816710966
215,95.97,I000056,R000487,Darrell Issa,DarrellIssa,R,Edward Royce,RepEdRoyce,R,1,1,1,0,0.7685698124241948
216,93.9,I000056,R000604,Darrell Issa,DarrellIssa,R,Steve Russell,RepRussell,R,1,1,0,0,20.491621785075385
217,95.21,I000056,R000609,Darrell Issa,DarrellIssa,R,John Rutherford,RepRutherfordFL,R,1,1,0,0,35.86417032757821
218,81.82,I000056,R000570,Darrell Issa,DarrellIssa,R,Paul Ryan,SpeakerRyan,R,1,0,0,0,30.49994168373978
