,agree_percent,member1_id,member2_id,fullname_1,twitter_account_1,party_x,fullname_2,twitter_account_2,party_y,same_gender,same_age,same_state,neighborState,distance
0,95.79,L000560,L000557,Rick Larsen,RepRickLarsen,D,John Larson,RepJohnLarson,D,1,0,0,0,50.126964194464776
1,96.37,L000560,L000581,Rick Larsen,RepRickLarsen,D,Brenda Lawrence,RepLawrence,D,0,0,0,0,39.73737462038453
2,93.67,L000560,L000586,Rick Larsen,RepRickLarsen,D,Al Lawson,RepAlLawsonJr,D,1,0,0,0,43.07424819558727
3,92.16,L000560,L000551,Rick Larsen,RepRickLarsen,D,Barbara Lee,RepBarbaraLee,D,0,0,0,0,10.570002359255087
4,95.56,L000560,L000263,Rick Larsen,RepRickLarsen,D,Sander Levin,RepSandyLevin,D,1,0,0,0,39.873279111951604
5,93.44,L000560,L000287,Rick Larsen,RepRickLarsen,D,John Lewis,RepJohnLewis,D,1,0,0,0,40.81617224603181
6,93.8,L000560,L000582,Rick Larsen,RepRickLarsen,D,Ted Lieu,RepTedLieu,D,1,1,0,0,14.845987631097849
7,92.74,L000560,L000563,Rick Larsen,RepRickLarsen,D,Daniel Lipinski,RepLipinski,D,1,1,0,0,35.241002406769226
8,92.72,L000560,L000565,Rick Larsen,RepRickLarsen,D,Dave Loebsack,DaveLoebsack,D,1,0,0,0,31.179749107109817
9,94.11,L000560,L000397,Rick Larsen,RepRickLarsen,D,Zoe Lofgren,RepZoeLofgren,D,0,0,0,0,11.18461062346338
10,94.48,L000560,L000579,Rick Larsen,RepRickLarsen,D,Alan Lowenthal,RepLowenthal,D,1,0,0,0,15.502279087562115
11,95.66,L000560,L000480,Rick Larsen,RepRickLarsen,D,Nita Lowey,NitaLowey,D,0,0,0,0,49.11810796751752
12,95.9,L000560,L000570,Rick Larsen,RepRickLarsen,D,Ben Luján,RepBenRayLujan,D,1,1,0,0,20.757602330897406
13,95.13,L000560,L000580,Rick Larsen,RepRickLarsen,D,Michelle Lujan Grisham,RepLujanGrisham,D,0,1,0,0,21.32984704598238
14,93.0,L000560,L000562,Rick Larsen,RepRickLarsen,D,Stephen Lynch,RepStephenLynch,D,1,0,0,0,51.8523091317515
15,92.28,L000560,M001185,Rick Larsen,RepRickLarsen,D,Sean Maloney,RepSeanMaloney,D,1,1,0,0,48.913883962820044
16,95.72,L000560,M000087,Rick Larsen,RepRickLarsen,D,Carolyn Maloney,RepMaloney,D,0,0,0,0,49.14035209172857
17,95.83,L000560,M001163,Rick Larsen,RepRickLarsen,D,Doris Matsui,DorisMatsui,D,0,0,0,0,9.813154836930504
18,95.96,L000560,M001143,Rick Larsen,RepRickLarsen,D,Betty McCollum,BettyMcCollum04,D,0,0,0,0,29.70785882747932
19,96.34,L000560,M001200,Rick Larsen,RepRickLarsen,D,A. McEachin,RepMcEachin,D,1,1,0,0,46.74746523107624
20,93.26,L000560,M000312,Rick Larsen,RepRickLarsen,D,Jim McGovern,RepMcGovern,D,1,1,0,0,50.73346003066228
21,95.41,L000560,M001166,Rick Larsen,RepRickLarsen,D,Jerry McNerney,RepMcNerney,D,1,0,0,0,10.412662463039208
22,94.98,L000560,M001137,Rick Larsen,RepRickLarsen,D,Gregory Meeks,RepGregoryMeeks,D,1,0,0,0,49.32007310619549
23,95.75,L000560,M001188,Rick Larsen,RepRickLarsen,D,Grace Meng,RepGraceMeng,D,0,0,0,0,49.26799976479467
24,94.05,L000560,M001160,Rick Larsen,RepRickLarsen,D,Gwen Moore,RepGwenMoore,D,0,0,0,0,34.950609343196966
25,96.44,L000560,M001196,Rick Larsen,RepRickLarsen,D,Seth Moulton,teammoulton,D,1,0,0,0,51.841504104437334
26,88.9,L000560,M001202,Rick Larsen,RepRickLarsen,D,Stephanie Murphy,RepStephMurphy,D,0,0,0,0,45.702193012155476
27,94.98,L000560,N000002,Rick Larsen,RepRickLarsen,D,Jerrold Nadler,RepJerryNadler,D,1,0,0,0,49.10409787840439
28,96.14,L000560,N000179,Rick Larsen,RepRickLarsen,D,Grace Napolitano,GraceNapolitano,D,0,0,0,0,14.983412733560428
29,95.35,L000560,N000015,Rick Larsen,RepRickLarsen,D,Richard Neal,RepRichardNeal,D,1,0,0,0,50.00747319872226
30,93.77,L000560,N000127,Rick Larsen,RepRickLarsen,D,Rick Nolan,USRepRickNolan,D,1,0,0,0,29.38556851959873
31,93.77,L000560,N000188,Rick Larsen,RepRickLarsen,D,Donald Norcross,DonaldNorcross,D,1,1,0,0,48.20813227891252
33,87.16,L000560,O000171,Rick Larsen,RepRickLarsen,D,Tom O'Halleran,repohalleran,D,1,0,0,0,17.808376403207163
34,95.47,L000560,O000170,Rick Larsen,RepRickLarsen,D,Beto O'Rourke,RepBetoORourke,D,1,1,0,0,23.133448309549113
35,93.74,L000560,P000034,Rick Larsen,RepRickLarsen,D,Frank Pallone,FrankPallone,D,1,0,0,0,48.879283184971506
36,94.54,L000560,P000613,Rick Larsen,RepRickLarsen,D,Jimmy Panetta,RepJimmyPanetta,D,1,1,0,0,12.063025778653982
37,95.19,L000560,P000096,Rick Larsen,RepRickLarsen,D,Bill Pascrell,BillPascrell,D,1,0,0,0,49.00195363825625
38,94.38,L000560,P000604,Rick Larsen,RepRickLarsen,D,Donald Payne,RepDonaldPayne,D,1,1,0,0,48.892544517548544
39,96.44,L000560,P000197,Rick Larsen,RepRickLarsen,D,Nancy Pelosi,NancyPelosi,D,0,0,0,0,10.59164312327213
40,94.85,L000560,P000593,Rick Larsen,RepRickLarsen,D,Ed Perlmutter,RepPerlmutter,D,1,0,0,0,19.428624330442148
41,89.25,L000560,P000608,Rick Larsen,RepRickLarsen,D,Scott Peters,RepScottPeters,D,1,1,0,0,16.371513353044797
43,95.85,L000560,P000597,Rick Larsen,RepRickLarsen,D,Chellie Pingree,ChelliePingree,D,0,0,0,0,52.589074737673094
45,95.07,L000560,P000607,Rick Larsen,RepRickLarsen,D,Mark Pocan,RepMarkPocan,D,1,1,0,0,33.188675629885026
46,93.99,L000560,P000598,Rick Larsen,RepRickLarsen,D,Jared Polis,JaredPolis,D,1,1,0,0,18.670728642620467
47,95.97,L000560,P000523,Rick Larsen,RepRickLarsen,D,David Price,RepDavidEPrice,D,1,0,0,0,45.2988294654704
48,95.89,L000560,Q000023,Rick Larsen,RepRickLarsen,D,Mike Quigley,RepMikeQuigley,D,1,1,0,0,35.253702486079675
49,93.91,L000560,R000606,Rick Larsen,RepRickLarsen,D,Jamie Raskin,repraskin,D,1,1,0,0,46.118610137487295
50,94.32,L000560,R000602,Rick Larsen,RepRickLarsen,D,Kathleen Rice,RepKathleenRice,D,0,1,0,0,49.4880004628537
51,93.57,L000560,R000588,Rick Larsen,RepRickLarsen,D,Cedric Richmond,RepRichmond,D,1,1,0,0,36.77484785607064
52,89.71,L000560,R000608,Rick Larsen,RepRickLarsen,D,Jacky Rosen,RepJackyRosen,D,0,1,0,0,14.624726993357744
53,95.42,L000560,R000486,Rick Larsen,RepRickLarsen,D,Lucille Roybal-Allard,RepRoybalAllard,D,0,0,0,0,15.020052253066778
54,92.23,L000560,R000599,Rick Larsen,RepRickLarsen,D,Raul Ruiz,CongressmanRuiz,D,1,1,0,0,16.104196052545074
55,94.79,L000560,R000576,Rick Larsen,RepRickLarsen,D,C.A. Dutch Ruppersberger,Call_Me_Dutch,D,1,0,0,0,46.889586105068645
56,92.81,L000560,R000515,Rick Larsen,RepRickLarsen,D,Bobby Rush,RepBobbyRush,D,1,0,0,0,35.32748899098643
57,95.45,L000560,R000577,Rick Larsen,RepRickLarsen,D,Tim Ryan,RepTimRyan,D,1,1,0,0,42.148010751315454
59,94.54,L000560,S001156,Rick Larsen,RepRickLarsen,D,Linda Sánchez,RepLindaSanchez,D,0,1,0,0,15.081291550541597
60,95.07,L000560,S001168,Rick Larsen,RepRickLarsen,D,John Sarbanes,RepSarbanes,D,1,1,0,0,46.66722747019116
61,93.11,L000560,S001145,Rick Larsen,RepRickLarsen,D,Jan Schakowsky,JanSchakowsky,D,0,0,0,0,35.25651743076273
62,95.99,L000560,S001150,Rick Larsen,RepRickLarsen,D,Adam Schiff,RepAdamSchiff,D,1,1,0,0,14.71902021179042
63,90.43,L000560,S001190,Rick Larsen,RepRickLarsen,D,Brad Schneider,repschneider,D,1,1,0,0,35.09072043753651
64,87.96,L000560,S001180,Rick Larsen,RepRickLarsen,D,Kurt Schrader,RepSchrader,D,1,0,0,1,3.394475462618772
65,94.89,L000560,S001157,Rick Larsen,RepRickLarsen,D,David Scott,RepDavidScott,D,1,0,0,0,40.693774794711935
66,95.31,L000560,S000185,Rick Larsen,RepRickLarsen,D,Robert Scott,BobbyScott,D,1,0,0,0,47.3228994556025
67,94.06,L000560,S000248,Rick Larsen,RepRickLarsen,D,José Serrano,RepJoseSerrano,D,1,0,0,0,49.18782912492809
68,94.2,L000560,S001185,Rick Larsen,RepRickLarsen,D,Terri Sewell,RepTerriSewell,D,0,1,0,0,38.33167891863423
69,95.73,L000560,S001170,Rick Larsen,RepRickLarsen,D,Carol Shea-Porter,repsheaporter,D,0,0,0,0,51.510458478905115
70,95.54,L000560,S000344,Rick Larsen,RepRickLarsen,D,Brad Sherman,BradSherman,D,1,0,0,0,14.693920549512908
71,79.42,L000560,S001191,Rick Larsen,RepRickLarsen,D,Kyrsten Sinema,RepSinema,D,0,0,0,0,18.296009379851274
72,94.13,L000560,S001165,Rick Larsen,RepRickLarsen,D,Albio Sires,RepSires,D,1,0,0,0,48.985781173824996
73,94.86,L000560,S000510,Rick Larsen,RepRickLarsen,D,Adam Smith,RepAdamSmith,D,1,1,1,0,0.9217595041388202
74,94.16,L000560,S001200,Rick Larsen,RepRickLarsen,D,Darren Soto,RepDarrenSoto,D,1,0,0,0,45.95077659178338
75,95.05,L000560,S001175,Rick Larsen,RepRickLarsen,D,Jackie Speier,RepSpeier,D,0,0,0,0,10.830829775371322
76,89.19,L000560,S001201,Rick Larsen,RepRickLarsen,D,Thomas Suozzi,RepTomSuozzi,D,1,1,0,0,49.576198931779174
77,94.03,L000560,S001193,Rick Larsen,RepRickLarsen,D,Eric Swalwell,RepSwalwell,D,1,0,0,0,10.731987293568745
78,95.22,L000560,T000472,Rick Larsen,RepRickLarsen,D,Mark Takano,RepMarkTakano,D,1,1,0,0,15.342449361759995
79,94.49,L000560,T000193,Rick Larsen,RepRickLarsen,D,Bennie Thompson,BennieGThompson,D,1,0,0,0,35.54528050250109
80,94.5,L000560,T000460,Rick Larsen,RepRickLarsen,D,Mike Thompson,RepThompson,D,1,0,0,0,9.82637679984128
81,95.68,L000560,T000468,Rick Larsen,RepRickLarsen,D,Dina Titus,RepDinaTitus,D,0,0,0,0,14.255791607779207
82,96.67,L000560,T000469,Rick Larsen,RepRickLarsen,D,Paul Tonko,RepPaulTonko,D,1,0,0,0,48.830075337094975
83,95.46,L000560,T000474,Rick Larsen,RepRickLarsen,D,Norma Torres,NormaJTorres,D,0,1,0,0,15.127033412378662
84,96.99,L000560,T000465,Rick Larsen,RepRickLarsen,D,Niki Tsongas,NikiInTheHouse,D,0,0,0,0,51.24999707388074
85,94.27,L000560,V000130,Rick Larsen,RepRickLarsen,D,Juan Vargas,RepJuanVargas,D,1,1,0,0,16.8723361913323
86,93.92,L000560,V000131,Rick Larsen,RepRickLarsen,D,Marc Veasey,RepVeasey,D,1,1,0,0,29.81212284847118
87,91.25,L000560,V000132,Rick Larsen,RepRickLarsen,D,Filemon Vela,RepFilemonVela,D,1,1,0,0,32.326874247349245
88,93.72,L000560,V000081,Rick Larsen,RepRickLarsen,D,Nydia Velázquez,NydiaVelazquez,D,0,0,0,0,49.1516770499365
89,95.24,L000560,V000108,Rick Larsen,RepRickLarsen,D,Peter Visclosky,RepVisclosky,D,1,0,0,0,36.007231227183645
90,95.17,L000560,W000799,Rick Larsen,RepRickLarsen,D,Tim Walz,RepTimWalz,D,1,1,0,0,29.13849854037924
91,95.86,L000560,W000797,Rick Larsen,RepRickLarsen,D,Debbie Wasserman Schultz,RepDWStweets,D,0,1,0,0,47.73718411300049
92,94.82,L000560,W000187,Rick Larsen,RepRickLarsen,D,Maxine Waters,MaxineWaters,D,0,0,0,0,15.038752814428713
93,92.25,L000560,W000822,Rick Larsen,RepRickLarsen,D,Bonnie Watson Coleman,RepBonnie,D,0,0,0,0,48.58763378559426
94,95.44,L000560,W000800,Rick Larsen,RepRickLarsen,D,Peter Welch,PeterWelch,D,1,0,0,0,50.01969802781436
95,95.54,L000560,W000808,Rick Larsen,RepRickLarsen,D,Frederica Wilson,RepWilson,D,0,0,0,0,47.87652657989477
96,96.12,L000560,Y000062,Rick Larsen,RepRickLarsen,D,John Yarmuth,RepJohnYarmuth,D,1,0,0,0,38.182585165134256
97,95.11,L000557,L000581,John Larson,RepJohnLarson,D,Brenda Lawrence,RepLawrence,D,0,1,0,0,10.419062024700473
98,92.9,L000557,L000586,John Larson,RepJohnLarson,D,Al Lawson,RepAlLawsonJr,D,1,1,0,0,15.486128019687445
99,93.41,L000557,L000551,John Larson,RepJohnLarson,D,Barbara Lee,RepBarbaraLee,D,0,1,0,0,49.58544483653115
100,95.0,L000557,L000263,John Larson,RepJohnLarson,D,Sander Levin,RepSandyLevin,D,1,0,0,0,10.277523835195561
101,94.49,L000557,L000287,John Larson,RepJohnLarson,D,John Lewis,RepJohnLewis,D,1,1,0,0,14.150946584156713
102,94.52,L000557,L000582,John Larson,RepJohnLarson,D,Ted Lieu,RepTedLieu,D,1,0,0,0,46.45186314147952
103,90.42,L000557,L000563,John Larson,RepJohnLarson,D,Daniel Lipinski,RepLipinski,D,1,0,0,0,15.095778475200493
104,92.67,L000557,L000565,John Larson,RepJohnLarson,D,Dave Loebsack,DaveLoebsack,D,1,1,0,0,19.357700730037795
105,95.46,L000557,L000397,John Larson,RepJohnLarson,D,Zoe Lofgren,RepZoeLofgren,D,0,1,0,0,49.0014883375248
106,94.36,L000557,L000579,John Larson,RepJohnLarson,D,Alan Lowenthal,RepLowenthal,D,1,1,0,0,46.27783484432745
107,95.33,L000557,L000480,John Larson,RepJohnLarson,D,Nita Lowey,NitaLowey,D,0,0,0,1,1.2883145939423757
108,95.45,L000557,L000570,John Larson,RepJohnLarson,D,Ben Luján,RepBenRayLujan,D,1,0,0,0,33.52899179236184
109,93.59,L000557,L000580,John Larson,RepJohnLarson,D,Michelle Lujan Grisham,RepLujanGrisham,D,0,0,0,0,33.99197742686036
110,95.11,L000557,L000562,John Larson,RepJohnLarson,D,Stephen Lynch,RepStephenLynch,D,1,1,0,1,1.8136047626484493
111,92.69,L000557,M001185,John Larson,RepJohnLarson,D,Sean Maloney,RepSeanMaloney,D,1,0,0,1,1.3404924018789168
112,95.0,L000557,M000087,John Larson,RepJohnLarson,D,Carolyn Maloney,RepMaloney,D,0,1,0,1,1.5644097546227826
113,95.27,L000557,M001163,John Larson,RepJohnLarson,D,Doris Matsui,DorisMatsui,D,0,1,0,0,48.78414994404962
114,94.95,L000557,M001143,John Larson,RepJohnLarson,D,Betty McCollum,BettyMcCollum04,D,0,1,0,0,20.43067579154282
115,94.57,L000557,M001200,John Larson,RepJohnLarson,D,A. McEachin,RepMcEachin,D,1,0,0,0,6.522226271490463
116,94.08,L000557,M000312,John Larson,RepJohnLarson,D,Jim McGovern,RepMcGovern,D,1,0,0,1,0.8925639323661206
117,94.21,L000557,M001166,John Larson,RepJohnLarson,D,Jerry McNerney,RepMcNerney,D,1,1,0,0,48.65286048609228
118,93.23,L000557,M001137,John Larson,RepJohnLarson,D,Gregory Meeks,RepGregoryMeeks,D,1,1,0,1,1.5212096299701143
119,94.44,L000557,M001188,John Larson,RepJohnLarson,D,Grace Meng,RepGraceMeng,D,0,0,0,1,1.4847605797365644
120,93.31,L000557,M001160,John Larson,RepJohnLarson,D,Gwen Moore,RepGwenMoore,D,0,1,0,0,15.20192201497432
121,94.01,L000557,M001196,John Larson,RepJohnLarson,D,Seth Moulton,teammoulton,D,1,0,0,1,2.0056684636287745
122,88.37,L000557,M001202,John Larson,RepJohnLarson,D,Stephanie Murphy,RepStephMurphy,D,0,0,0,0,15.60527928290322
123,93.32,L000557,N000002,John Larson,RepJohnLarson,D,Jerrold Nadler,RepJerryNadler,D,1,1,0,1,1.6284327480901155
124,94.35,L000557,N000179,John Larson,RepJohnLarson,D,Grace Napolitano,GraceNapolitano,D,0,0,0,0,45.76963886178393
125,95.48,L000557,N000015,John Larson,RepJohnLarson,D,Richard Neal,RepRichardNeal,D,1,1,0,1,0.5138919387194854
126,94.38,L000557,N000127,John Larson,RepJohnLarson,D,Rick Nolan,USRepRickNolan,D,1,1,0,0,21.038509705547714
127,94.46,L000557,N000188,John Larson,RepJohnLarson,D,Donald Norcross,DonaldNorcross,D,1,0,0,0,3.0282917860658265
129,88.16,L000557,O000171,John Larson,RepJohnLarson,D,Tom O'Halleran,repohalleran,D,1,1,0,0,38.54347678518763
130,93.71,L000557,O000170,John Larson,RepJohnLarson,D,Beto O'Rourke,RepBetoORourke,D,1,0,0,0,34.92897942174604
131,94.88,L000557,P000034,John Larson,RepJohnLarson,D,Frank Pallone,FrankPallone,D,1,1,0,0,1.9905075739761773
132,94.53,L000557,P000613,John Larson,RepJohnLarson,D,Jimmy Panetta,RepJimmyPanetta,D,1,0,0,0,48.72159842349879
133,94.5,L000557,P000096,John Larson,RepJohnLarson,D,Bill Pascrell,BillPascrell,D,1,0,0,0,1.5882451488174856
134,94.76,L000557,P000604,John Larson,RepJohnLarson,D,Donald Payne,RepDonaldPayne,D,1,0,0,0,1.7875024759699905
135,94.64,L000557,P000197,John Larson,RepJohnLarson,D,Nancy Pelosi,NancyPelosi,D,0,1,0,0,49.79721167534088
136,93.05,L000557,P000593,John Larson,RepJohnLarson,D,Ed Perlmutter,RepPerlmutter,D,1,1,0,0,32.30251667746565
137,87.23,L000557,P000608,John Larson,RepJohnLarson,D,Scott Peters,RepScottPeters,D,1,0,0,0,45.208701643897705
139,95.13,L000557,P000597,John Larson,RepJohnLarson,D,Chellie Pingree,ChelliePingree,D,0,1,0,0,3.399402738823837
141,93.91,L000557,P000607,John Larson,RepJohnLarson,D,Mark Pocan,RepMarkPocan,D,1,0,0,0,16.987386699938625
142,92.01,L000557,P000598,John Larson,RepJohnLarson,D,Jared Polis,JaredPolis,D,1,0,0,0,32.9711128836407
143,95.76,L000557,P000523,John Larson,RepJohnLarson,D,David Price,RepDavidEPrice,D,1,1,0,0,8.480890645825026
144,95.07,L000557,Q000023,John Larson,RepJohnLarson,D,Mike Quigley,RepMikeQuigley,D,1,0,0,0,15.034846245736626
145,94.13,L000557,R000606,John Larson,RepJohnLarson,D,Jamie Raskin,repraskin,D,1,0,0,0,5.046012190816822
146,93.82,L000557,R000602,John Larson,RepJohnLarson,D,Kathleen Rice,RepKathleenRice,D,0,0,0,1,1.4051254618202074
147,94.36,L000557,R000588,John Larson,RepJohnLarson,D,Cedric Richmond,RepRichmond,D,1,0,0,0,21.350392573681024
148,90.93,L000557,R000608,John Larson,RepJohnLarson,D,Jacky Rosen,RepJackyRosen,D,0,1,0,0,42.74750802574553
149,95.55,L000557,R000486,John Larson,RepJohnLarson,D,Lucille Roybal-Allard,RepRoybalAllard,D,0,1,0,0,46.04953545081917
150,92.76,L000557,R000599,John Larson,RepJohnLarson,D,Raul Ruiz,CongressmanRuiz,D,1,0,0,0,43.67028228045542
151,93.14,L000557,R000576,John Larson,RepJohnLarson,D,C.A. Dutch Ruppersberger,Call_Me_Dutch,D,1,1,0,0,4.43103527469671
152,93.87,L000557,R000515,John Larson,RepJohnLarson,D,Bobby Rush,RepBobbyRush,D,1,1,0,0,15.035594554075027
153,95.47,L000557,R000577,John Larson,RepJohnLarson,D,Tim Ryan,RepTimRyan,D,1,0,0,0,8.195500347063367
155,95.27,L000557,S001156,John Larson,RepJohnLarson,D,Linda Sánchez,RepLindaSanchez,D,0,0,0,0,45.93999000981211
156,95.55,L000557,S001168,John Larson,RepJohnLarson,D,John Sarbanes,RepSarbanes,D,1,0,0,0,4.735173917662436
157,94.01,L000557,S001145,John Larson,RepJohnLarson,D,Jan Schakowsky,JanSchakowsky,D,0,1,0,0,15.011355024058568
158,95.08,L000557,S001150,John Larson,RepJohnLarson,D,Adam Schiff,RepAdamSchiff,D,1,0,0,0,46.11429409829809
159,88.33,L000557,S001190,John Larson,RepJohnLarson,D,Brad Schneider,repschneider,D,1,0,0,0,15.144488589802751
160,86.99,L000557,S001180,John Larson,RepJohnLarson,D,Kurt Schrader,RepSchrader,D,1,1,0,0,50.423337431541604
161,92.72,L000557,S001157,John Larson,RepJohnLarson,D,David Scott,RepDavidScott,D,1,1,0,0,14.330522013745327
162,94.04,L000557,S000185,John Larson,RepJohnLarson,D,Robert Scott,BobbyScott,D,1,1,0,0,6.201120783989282
163,94.17,L000557,S000248,John Larson,RepJohnLarson,D,José Serrano,RepJoseSerrano,D,1,1,0,1,1.470336288572292
164,94.21,L000557,S001185,John Larson,RepJohnLarson,D,Terri Sewell,RepTerriSewell,D,0,0,0,0,17.535788208308812
165,94.05,L000557,S001170,John Larson,RepJohnLarson,D,Carol Shea-Porter,repsheaporter,D,0,1,0,0,2.2937617231731653
166,92.06,L000557,S000344,John Larson,RepJohnLarson,D,Brad Sherman,BradSherman,D,1,1,0,0,46.37265824969115
167,80.05,L000557,S001191,John Larson,RepJohnLarson,D,Kyrsten Sinema,RepSinema,D,0,0,0,0,40.04036188910286
168,95.84,L000557,S001165,John Larson,RepJohnLarson,D,Albio Sires,RepSires,D,1,1,0,0,1.7015558381232974
169,92.94,L000557,S000510,John Larson,RepJohnLarson,D,Adam Smith,RepAdamSmith,D,1,0,0,0,49.767361974177895
170,94.74,L000557,S001200,John Larson,RepJohnLarson,D,Darren Soto,RepDarrenSoto,D,1,0,0,0,16.179181327201775
171,94.33,L000557,S001175,John Larson,RepJohnLarson,D,Jackie Speier,RepSpeier,D,0,1,0,0,49.7560454625152
172,88.5,L000557,S001201,John Larson,RepJohnLarson,D,Thomas Suozzi,RepTomSuozzi,D,1,0,0,1,1.201589046274374
173,95.7,L000557,S001193,John Larson,RepJohnLarson,D,Eric Swalwell,RepSwalwell,D,1,0,0,0,49.20032705285407
174,93.68,L000557,T000472,John Larson,RepJohnLarson,D,Mark Takano,RepMarkTakano,D,1,0,0,0,45.201394452606756
175,95.21,L000557,T000193,John Larson,RepJohnLarson,D,Bennie Thompson,BennieGThompson,D,1,1,0,0,19.544049356103212
176,94.15,L000557,T000460,John Larson,RepJohnLarson,D,Mike Thompson,RepThompson,D,1,1,0,0,49.771208702480834
177,94.45,L000557,T000468,John Larson,RepJohnLarson,D,Dina Titus,RepDinaTitus,D,0,1,0,0,42.729695720085424
178,96.59,L000557,T000469,John Larson,RepJohnLarson,D,Paul Tonko,RepPaulTonko,D,1,1,0,1,1.5153075346720637
179,95.0,L000557,T000474,John Larson,RepJohnLarson,D,Norma Torres,NormaJTorres,D,0,0,0,0,45.45542207840904
180,95.62,L000557,T000465,John Larson,RepJohnLarson,D,Niki Tsongas,NikiInTheHouse,D,0,1,0,1,1.4497333662373844
181,94.61,L000557,V000130,John Larson,RepJohnLarson,D,Juan Vargas,RepJuanVargas,D,1,0,0,0,43.61753613620168
182,93.9,L000557,V000131,John Larson,RepJohnLarson,D,Marc Veasey,RepVeasey,D,1,0,0,0,25.92680738688175
183,89.89,L000557,V000132,John Larson,RepJohnLarson,D,Filemon Vela,RepFilemonVela,D,1,0,0,0,28.60045783440071
184,94.65,L000557,V000081,John Larson,RepJohnLarson,D,Nydia Velázquez,NydiaVelazquez,D,0,1,0,1,1.6057624681737712
185,94.65,L000557,V000108,John Larson,RepJohnLarson,D,Peter Visclosky,RepVisclosky,D,1,1,0,0,14.36178981266158
186,93.69,L000557,W000799,John Larson,RepJohnLarson,D,Tim Walz,RepTimWalz,D,1,0,0,0,21.00691219498669
187,94.1,L000557,W000797,John Larson,RepJohnLarson,D,Debbie Wasserman Schultz,RepDWStweets,D,0,0,0,0,17.43785012795152
188,93.12,L000557,W000187,John Larson,RepJohnLarson,D,Maxine Waters,MaxineWaters,D,0,0,0,0,46.2158536980867
189,93.61,L000557,W000822,John Larson,RepJohnLarson,D,Bonnie Watson Coleman,RepBonnie,D,0,1,0,0,2.2811836934345258
190,94.5,L000557,W000800,John Larson,RepJohnLarson,D,Peter Welch,PeterWelch,D,1,1,0,0,2.268124543044076
191,94.04,L000557,W000808,John Larson,RepJohnLarson,D,Frederica Wilson,RepWilson,D,0,1,0,0,17.54715887857918
192,95.42,L000557,Y000062,John Larson,RepJohnLarson,D,John Yarmuth,RepJohnYarmuth,D,1,1,0,0,13.393213534803724
193,92.36,L000581,L000586,Brenda Lawrence,RepLawrence,D,Al Lawson,RepAlLawsonJr,D,0,1,0,0,12.028987703854993
194,94.16,L000581,L000551,Brenda Lawrence,RepLawrence,D,Barbara Lee,RepBarbaraLee,D,1,1,0,0,39.304873893233854
195,96.16,L000581,L000263,Brenda Lawrence,RepLawrence,D,Sander Levin,RepSandyLevin,D,0,0,1,0,0.15549730464182546
196,95.23,L000581,L000287,Brenda Lawrence,RepLawrence,D,John Lewis,RepJohnLewis,D,0,0,0,0,8.851854886571614
197,95.08,L000581,L000582,Brenda Lawrence,RepLawrence,D,Ted Lieu,RepTedLieu,D,0,0,0,0,36.39158525460629
198,90.48,L000581,L000563,Brenda Lawrence,RepLawrence,D,Daniel Lipinski,RepLipinski,D,0,0,0,0,4.764803171018589
199,91.87,L000581,L000565,Brenda Lawrence,RepLawrence,D,Dave Loebsack,DaveLoebsack,D,0,1,0,0,9.040003790920364
200,94.51,L000581,L000397,Brenda Lawrence,RepLawrence,D,Zoe Lofgren,RepZoeLofgren,D,1,1,0,0,38.74697220595786
201,94.98,L000581,L000579,Brenda Lawrence,RepLawrence,D,Alan Lowenthal,RepLowenthal,D,0,0,0,0,36.261629222382176
202,96.03,L000581,L000480,Brenda Lawrence,RepLawrence,D,Nita Lowey,NitaLowey,D,1,0,0,0,9.380937096350122
203,95.93,L000581,L000570,Brenda Lawrence,RepLawrence,D,Ben Luján,RepBenRayLujan,D,0,0,0,0,23.533145409594393
204,93.89,L000581,L000580,Brenda Lawrence,RepLawrence,D,Michelle Lujan Grisham,RepLujanGrisham,D,1,1,0,0,24.12142934473893
205,93.28,L000581,L000562,Brenda Lawrence,RepLawrence,D,Stephen Lynch,RepStephenLynch,D,0,1,0,0,12.183850963638964
206,91.76,L000581,M001185,Brenda Lawrence,RepLawrence,D,Sean Maloney,RepSeanMaloney,D,0,0,0,0,9.180356185959154
207,95.28,L000581,M000087,Brenda Lawrence,RepLawrence,D,Carolyn Maloney,RepMaloney,D,1,1,0,0,9.407942096476438
208,95.64,L000581,M001163,Brenda Lawrence,RepLawrence,D,Doris Matsui,DorisMatsui,D,1,0,0,0,38.476589302200225
209,96.01,L000581,M001143,Brenda Lawrence,RepLawrence,D,Betty McCollum,BettyMcCollum04,D,1,1,0,0,10.102835398149947
210,95.67,L000581,M001200,Brenda Lawrence,RepLawrence,D,A. McEachin,RepMcEachin,D,0,1,0,0,8.177931882707266
211,95.05,L000581,M000312,Brenda Lawrence,RepLawrence,D,Jim McGovern,RepMcGovern,D,0,1,0,0,11.081207198838577
212,95.53,L000581,M001166,Brenda Lawrence,RepLawrence,D,Jerry McNerney,RepMcNerney,D,0,1,0,0,38.36726975004445
213,94.12,L000581,M001137,Brenda Lawrence,RepLawrence,D,Gregory Meeks,RepGregoryMeeks,D,0,1,0,0,9.589893351116565
214,95.9,L000581,M001188,Brenda Lawrence,RepLawrence,D,Grace Meng,RepGraceMeng,D,1,0,0,0,9.535406096976963
215,94.95,L000581,M001160,Brenda Lawrence,RepLawrence,D,Gwen Moore,RepGwenMoore,D,1,1,0,1,4.788550921944259
