,agree_percent,member1_id,member2_id,fullname_1,twitter_account_1,fullname_2,twitter_account_2,same_gender,same_age,same_state,neighborState,ademic,jaccard
1,96.37,L000560,L000581,Rick Larsen,RepRickLarsen,Brenda Lawrence,RepLawrence,0,0,0,0,5.651718007560808,0.26262626262626265
6,93.8,L000560,L000582,Rick Larsen,RepRickLarsen,Ted Lieu,RepTedLieu,1,1,0,0,8.121423672720653,0.25874125874125875
7,92.74,L000560,L000563,Rick Larsen,RepRickLarsen,Daniel Lipinski,RepLipinski,1,1,0,0,3.7116699381686877,0.19540229885057472
9,94.11,L000560,L000397,Rick Larsen,RepRickLarsen,Zoe Lofgren,RepZoeLofgren,0,0,0,0,2.589894718541172,0.17647058823529413
14,93.0,L000560,L000562,Rick Larsen,RepRickLarsen,Stephen Lynch,RepStephenLynch,1,0,0,0,5.917987612045678,0.2727272727272727
18,95.96,L000560,M001143,Rick Larsen,RepRickLarsen,Betty McCollum,BettyMcCollum04,0,0,0,0,7.185476241904563,0.35869565217391297
20,93.26,L000560,M000312,Rick Larsen,RepRickLarsen,Jim McGovern,RepMcGovern,1,1,0,0,2.9648398946442187,0.175
23,95.75,L000560,M001188,Rick Larsen,RepRickLarsen,Grace Meng,RepGraceMeng,0,0,0,0,4.249026920966979,0.2405063291139241
25,96.44,L000560,M001196,Rick Larsen,RepRickLarsen,Seth Moulton,teammoulton,1,0,0,0,3.6533412325717496,0.21518987341772156
26,88.9,L000560,M001202,Rick Larsen,RepRickLarsen,Stephanie Murphy,RepStephMurphy,0,0,0,0,4.103475702173009,0.2043010752688172
29,95.35,L000560,N000015,Rick Larsen,RepRickLarsen,Richard Neal,RepRichardNeal,1,0,0,0,0.8716762041572418,0.060606060606060615
31,93.77,L000560,N000188,Rick Larsen,RepRickLarsen,Donald Norcross,DonaldNorcross,1,1,0,0,5.595426093166732,0.27956989247311825
34,95.47,L000560,O000170,Rick Larsen,RepRickLarsen,Beto O'Rourke,RepBetoORourke,1,1,0,0,0.6777221834838629,0.047619047619047616
36,94.54,L000560,P000613,Rick Larsen,RepRickLarsen,Jimmy Panetta,RepJimmyPanetta,1,1,0,0,4.087916941764116,0.2261904761904762
38,94.38,L000560,P000604,Rick Larsen,RepRickLarsen,Donald Payne,RepDonaldPayne,1,1,0,0,6.280993977802045,0.2857142857142857
41,89.25,L000560,P000608,Rick Larsen,RepRickLarsen,Scott Peters,RepScottPeters,1,1,0,0,4.652775750499316,0.25
52,89.71,L000560,R000608,Rick Larsen,RepRickLarsen,Jacky Rosen,RepJackyRosen,0,1,0,0,0.2020708262577644,0.015873015873015872
53,95.42,L000560,R000486,Rick Larsen,RepRickLarsen,Lucille Roybal-Allard,RepRoybalAllard,0,0,0,0,9.433448815273836,0.35897435897435903
56,92.81,L000560,R000515,Rick Larsen,RepRickLarsen,Bobby Rush,RepBobbyRush,1,0,0,0,1.9374300387113852,0.1323529411764706
60,95.07,L000560,S001168,Rick Larsen,RepRickLarsen,John Sarbanes,RepSarbanes,1,1,0,0,1.3589139973082394,0.10526315789473684
66,95.31,L000560,S000185,Rick Larsen,RepRickLarsen,Robert Scott,BobbyScott,1,0,0,0,9.5448367498499,0.3028169014084507
74,94.16,L000560,S001200,Rick Larsen,RepRickLarsen,Darren Soto,RepDarrenSoto,1,0,0,0,3.8384762657450002,0.17475728155339804
76,89.19,L000560,S001201,Rick Larsen,RepRickLarsen,Thomas Suozzi,RepTomSuozzi,1,1,0,0,0.4275613430831903,0.028985507246376805
78,95.22,L000560,T000472,Rick Larsen,RepRickLarsen,Mark Takano,RepMarkTakano,1,1,0,0,2.786548817844507,0.18840579710144928
79,94.49,L000560,T000193,Rick Larsen,RepRickLarsen,Bennie Thompson,BennieGThompson,1,0,0,0,4.350905127002451,0.2352941176470588
80,94.5,L000560,T000460,Rick Larsen,RepRickLarsen,Mike Thompson,RepThompson,1,0,0,0,1.279707027658462,0.10344827586206896
83,95.46,L000560,T000474,Rick Larsen,RepRickLarsen,Norma Torres,NormaJTorres,0,1,0,0,3.8235867493561484,0.2465753424657534
85,94.27,L000560,V000130,Rick Larsen,RepRickLarsen,Juan Vargas,RepJuanVargas,1,1,0,0,2.174876150298349,0.14084507042253522
87,91.25,L000560,V000132,Rick Larsen,RepRickLarsen,Filemon Vela,RepFilemonVela,1,1,0,0,4.184826221344953,0.2159090909090909
93,92.25,L000560,W000822,Rick Larsen,RepRickLarsen,Bonnie Watson Coleman,RepBonnie,0,0,0,0,4.9519953149342975,0.2169811320754717
96,96.12,L000560,Y000062,Rick Larsen,RepRickLarsen,John Yarmuth,RepJohnYarmuth,1,0,0,0,3.961890857772164,0.2432432432432433
97,95.11,L000557,L000581,John Larson,RepJohnLarson,Brenda Lawrence,RepLawrence,0,1,0,0,5.147909865119173,0.21052631578947367
102,94.52,L000557,L000582,John Larson,RepJohnLarson,Ted Lieu,RepTedLieu,1,0,0,0,9.304385061550672,0.2781456953642384
103,90.42,L000557,L000563,John Larson,RepJohnLarson,Daniel Lipinski,RepLipinski,1,0,0,0,3.693633918024757,0.17
105,95.46,L000557,L000397,John Larson,RepJohnLarson,Zoe Lofgren,RepZoeLofgren,0,1,0,0,3.1375008062716603,0.17721518987341772
106,94.36,L000557,L000579,John Larson,RepJohnLarson,Alan Lowenthal,RepLowenthal,1,1,0,0,10.878982231183775,0.3202614379084967
109,93.59,L000557,L000580,John Larson,RepJohnLarson,Michelle Lujan Grisham,RepLujanGrisham,0,0,0,0,8.403662599475894,0.3584905660377358
110,95.11,L000557,L000562,John Larson,RepJohnLarson,Stephen Lynch,RepStephenLynch,1,1,0,1,7.341909790066091,0.29906542056074764
114,94.95,L000557,M001143,John Larson,RepJohnLarson,Betty McCollum,BettyMcCollum04,0,1,0,0,6.5314113307284645,0.2777777777777778
119,94.44,L000557,M001188,John Larson,RepJohnLarson,Grace Meng,RepGraceMeng,0,0,0,1,5.3794406147438805,0.27586206896551724
121,94.01,L000557,M001196,John Larson,RepJohnLarson,Seth Moulton,teammoulton,1,0,0,1,3.936628330578958,0.1978021978021978
122,88.37,L000557,M001202,John Larson,RepJohnLarson,Stephanie Murphy,RepStephMurphy,0,0,0,0,4.343885293551382,0.19047619047619047
126,94.38,L000557,N000127,John Larson,RepJohnLarson,Rick Nolan,USRepRickNolan,1,1,0,0,6.7353451323126095,0.2818181818181818
127,94.46,L000557,N000188,John Larson,RepJohnLarson,Donald Norcross,DonaldNorcross,1,0,0,0,6.062600030500471,0.2571428571428571
130,93.71,L000557,O000170,John Larson,RepJohnLarson,Beto O'Rourke,RepBetoORourke,1,0,0,0,0.6999587345466911,0.03947368421052632
131,94.88,L000557,P000034,John Larson,RepJohnLarson,Frank Pallone,FrankPallone,1,1,0,0,12.691021293086786,0.4198473282442748
132,94.53,L000557,P000613,John Larson,RepJohnLarson,Jimmy Panetta,RepJimmyPanetta,1,0,0,0,4.042519896776671,0.1958762886597938
134,94.76,L000557,P000604,John Larson,RepJohnLarson,Donald Payne,RepDonaldPayne,1,0,0,0,7.414049825018588,0.3113207547169811
136,93.05,L000557,P000593,John Larson,RepJohnLarson,Ed Perlmutter,RepPerlmutter,1,1,0,0,7.717819841408567,0.3434343434343434
146,93.82,L000557,R000602,John Larson,RepJohnLarson,Kathleen Rice,RepKathleenRice,0,0,0,1,6.028607786398339,0.20895522388059698
147,94.36,L000557,R000588,John Larson,RepJohnLarson,Cedric Richmond,RepRichmond,1,0,0,0,5.026878650562106,0.25555555555555554
148,90.93,L000557,R000608,John Larson,RepJohnLarson,Jacky Rosen,RepJackyRosen,0,1,0,0,0.2020708262577644,0.013157894736842105
149,95.55,L000557,R000486,John Larson,RepJohnLarson,Lucille Roybal-Allard,RepRoybalAllard,0,1,0,0,11.137080306009254,0.3983739837398374
151,93.14,L000557,R000576,John Larson,RepJohnLarson,C.A. Dutch Ruppersberger,Call_Me_Dutch,1,1,0,0,6.901336264126773,0.2627118644067797
152,93.87,L000557,R000515,John Larson,RepJohnLarson,Bobby Rush,RepBobbyRush,1,1,0,0,3.0318957715863246,0.18421052631578946
156,95.55,L000557,S001168,John Larson,RepJohnLarson,John Sarbanes,RepSarbanes,1,0,0,0,0.8206867233717241,0.05555555555555555
160,86.99,L000557,S001180,John Larson,RepJohnLarson,Kurt Schrader,RepSchrader,1,1,0,0,9.619707007018226,0.4408602150537633
167,80.05,L000557,S001191,John Larson,RepJohnLarson,Kyrsten Sinema,RepSinema,0,0,0,0,11.217579223920172,0.2462311557788945
170,94.74,L000557,S001200,John Larson,RepJohnLarson,Darren Soto,RepDarrenSoto,1,0,0,0,3.744961172981709,0.1452991452991453
172,88.5,L000557,S001201,John Larson,RepJohnLarson,Thomas Suozzi,RepTomSuozzi,1,0,0,1,0.0,0.0
174,93.68,L000557,T000472,John Larson,RepJohnLarson,Mark Takano,RepMarkTakano,1,0,0,0,3.7053651734761788,0.21794871794871795
175,95.21,L000557,T000193,John Larson,RepJohnLarson,Bennie Thompson,BennieGThompson,1,1,0,0,6.392422543701611,0.3258426966292135
176,94.15,L000557,T000460,John Larson,RepJohnLarson,Mike Thompson,RepThompson,1,1,0,0,1.7108418682959643,0.11594202898550725
179,95.0,L000557,T000474,John Larson,RepJohnLarson,Norma Torres,NormaJTorres,0,0,0,0,3.666799033388652,0.19540229885057472
181,94.61,L000557,V000130,John Larson,RepJohnLarson,Juan Vargas,RepJuanVargas,1,0,0,0,2.9010776015638524,0.16049382716049382
182,93.9,L000557,V000131,John Larson,RepJohnLarson,Marc Veasey,RepVeasey,1,0,0,0,10.215240670945064,0.359375
183,89.89,L000557,V000132,John Larson,RepJohnLarson,Filemon Vela,RepFilemonVela,1,0,0,0,4.182059709533087,0.18811881188118806
186,93.69,L000557,W000799,John Larson,RepJohnLarson,Tim Walz,RepTimWalz,1,0,0,0,5.760977405860014,0.2184873949579832
187,94.1,L000557,W000797,John Larson,RepJohnLarson,Debbie Wasserman Schultz,RepDWStweets,0,0,0,0,10.155556170297398,0.3879310344827586
188,93.12,L000557,W000187,John Larson,RepJohnLarson,Maxine Waters,MaxineWaters,0,0,0,0,0.4212629990501232,0.028985507246376805
189,93.61,L000557,W000822,John Larson,RepJohnLarson,Bonnie Watson Coleman,RepBonnie,0,1,0,0,7.2270309049743355,0.2909090909090909
190,94.5,L000557,W000800,John Larson,RepJohnLarson,Peter Welch,PeterWelch,1,1,0,0,6.840047485964317,0.3229166666666667
198,90.48,L000581,L000563,Brenda Lawrence,RepLawrence,Daniel Lipinski,RepLipinski,0,0,0,0,4.409851407214989,0.21428571428571427
200,94.51,L000581,L000397,Brenda Lawrence,RepLawrence,Zoe Lofgren,RepZoeLofgren,1,1,0,0,2.4283200164128087,0.13095238095238096
205,93.28,L000581,L000562,Brenda Lawrence,RepLawrence,Stephen Lynch,RepStephenLynch,0,1,0,0,7.569904018002497,0.330188679245283
207,95.28,L000581,M000087,Brenda Lawrence,RepLawrence,Carolyn Maloney,RepMaloney,1,1,0,0,7.252452711848285,0.29310344827586204
209,96.01,L000581,M001143,Brenda Lawrence,RepLawrence,Betty McCollum,BettyMcCollum04,1,1,0,0,8.924985132691724,0.4141414141414141
212,95.53,L000581,M001166,Brenda Lawrence,RepLawrence,Jerry McNerney,RepMcNerney,0,1,0,0,6.417836630914232,0.28846153846153844
214,95.9,L000581,M001188,Brenda Lawrence,RepLawrence,Grace Meng,RepGraceMeng,1,0,0,0,3.189176175593879,0.15306122448979592
215,94.95,L000581,M001160,Brenda Lawrence,RepLawrence,Gwen Moore,RepGwenMoore,1,1,0,1,9.169517782833983,0.3962264150943397
217,87.33,L000581,M001202,Brenda Lawrence,RepLawrence,Stephanie Murphy,RepStephMurphy,1,0,0,0,6.818634165273582,0.3229166666666667
220,95.39,L000581,N000015,Brenda Lawrence,RepLawrence,Richard Neal,RepRichardNeal,0,1,0,0,1.1086706759941558,0.0625
221,93.72,L000581,N000127,Brenda Lawrence,RepLawrence,Rick Nolan,USRepRickNolan,0,0,0,0,7.2446444184372,0.3119266055045872
225,93.66,L000581,O000170,Brenda Lawrence,RepLawrence,Beto O'Rourke,RepBetoORourke,0,0,0,0,0.6691466944575631,0.038461538461538464
246,93.68,L000581,R000576,Brenda Lawrence,RepLawrence,C.A. Dutch Ruppersberger,Call_Me_Dutch,0,1,0,0,7.279984683247782,0.2905982905982906
247,94.68,L000581,R000515,Brenda Lawrence,RepLawrence,Bobby Rush,RepBobbyRush,0,1,0,0,3.3881524644171384,0.21052631578947367
265,94.21,L000581,S001200,Brenda Lawrence,RepLawrence,Darren Soto,RepDarrenSoto,0,0,0,0,6.952077967619443,0.3076923076923077
267,88.58,L000581,S001201,Brenda Lawrence,RepLawrence,Thomas Suozzi,RepTomSuozzi,0,1,0,0,0.8785380020330179,0.04878048780487805
269,95.04,L000581,T000472,Brenda Lawrence,RepLawrence,Mark Takano,RepMarkTakano,0,1,0,0,3.1677741999003426,0.18292682926829268
271,93.67,L000581,T000460,Brenda Lawrence,RepLawrence,Mike Thompson,RepThompson,0,1,0,0,0.8175706128529372,0.05333333333333334
276,95.25,L000581,V000130,Brenda Lawrence,RepLawrence,Juan Vargas,RepJuanVargas,0,1,0,0,3.670393061170631,0.21518987341772156
278,90.63,L000581,V000132,Brenda Lawrence,RepLawrence,Filemon Vela,RepFilemonVela,0,1,0,0,5.800288860878112,0.2842105263157895
285,95.03,L000581,W000800,Brenda Lawrence,RepLawrence,Peter Welch,PeterWelch,0,1,0,0,5.529841912709973,0.2524271844660194
287,96.04,L000581,Y000062,Brenda Lawrence,RepLawrence,John Yarmuth,RepJohnYarmuth,0,1,0,0,3.3648417150633065,0.17582417582417584
292,91.39,L000586,L000563,Al Lawson,RepAlLawsonJr,Daniel Lipinski,RepLipinski,1,0,0,0,1.7050097373275928,0.10526315789473684
294,91.47,L000586,L000397,Al Lawson,RepAlLawsonJr,Zoe Lofgren,RepZoeLofgren,0,1,0,0,1.0401094896326777,0.09090909090909093
295,90.85,L000586,L000579,Al Lawson,RepAlLawsonJr,Alan Lowenthal,RepLowenthal,1,1,0,0,4.93587717835589,0.15753424657534246
296,91.96,L000586,L000480,Al Lawson,RepAlLawsonJr,Nita Lowey,NitaLowey,0,0,0,0,5.487994551605509,0.21739130434782608
298,91.81,L000586,L000580,Al Lawson,RepAlLawsonJr,Michelle Lujan Grisham,RepLujanGrisham,0,0,0,0,3.6096122846061647,0.18085106382978725
299,92.01,L000586,L000562,Al Lawson,RepAlLawsonJr,Stephen Lynch,RepStephenLynch,1,1,0,0,3.6212849047291766,0.19101123595505615
301,91.75,L000586,M000087,Al Lawson,RepAlLawsonJr,Carolyn Maloney,RepMaloney,0,1,0,0,3.139860537591689,0.15
302,92.82,L000586,M001163,Al Lawson,RepAlLawsonJr,Doris Matsui,DorisMatsui,0,1,0,0,2.9448606438630707,0.14893617021276595
303,90.79,L000586,M001143,Al Lawson,RepAlLawsonJr,Betty McCollum,BettyMcCollum04,0,1,0,0,5.02997536553221,0.2804878048780488
304,91.85,L000586,M001200,Al Lawson,RepAlLawsonJr,A. McEachin,RepMcEachin,1,0,0,0,7.001849529752353,0.476923076923077
305,90.11,L000586,M000312,Al Lawson,RepAlLawsonJr,Jim McGovern,RepMcGovern,1,0,0,0,1.8495318592877656,0.13846153846153847
306,91.28,L000586,M001166,Al Lawson,RepAlLawsonJr,Jerry McNerney,RepMcNerney,1,1,0,0,3.2034471926242505,0.17857142857142858
307,90.98,L000586,M001137,Al Lawson,RepAlLawsonJr,Gregory Meeks,RepGregoryMeeks,1,1,0,0,5.783740089172894,0.2184873949579832
308,90.68,L000586,M001188,Al Lawson,RepAlLawsonJr,Grace Meng,RepGraceMeng,0,0,0,0,1.7790141614152581,0.11428571428571427
309,90.27,L000586,M001160,Al Lawson,RepAlLawsonJr,Gwen Moore,RepGwenMoore,0,1,0,0,4.863490540033992,0.24175824175824176
310,92.15,L000586,M001196,Al Lawson,RepAlLawsonJr,Seth Moulton,teammoulton,1,0,0,0,2.744241178992309,0.20634920634920634
314,92.54,L000586,N000015,Al Lawson,RepAlLawsonJr,Richard Neal,RepRichardNeal,1,1,0,0,0.0,0.0
315,92.06,L000586,N000127,Al Lawson,RepAlLawsonJr,Rick Nolan,USRepRickNolan,1,1,0,0,3.3585091173923014,0.17391304347826084
316,91.89,L000586,N000188,Al Lawson,RepAlLawsonJr,Donald Norcross,DonaldNorcross,1,0,0,0,5.042098852584167,0.3026315789473684
319,91.54,L000586,O000170,Al Lawson,RepAlLawsonJr,Beto O'Rourke,RepBetoORourke,1,0,0,0,0.4446469117753537,0.045454545454545456
321,92.7,L000586,P000613,Al Lawson,RepAlLawsonJr,Jimmy Panetta,RepJimmyPanetta,1,0,0,0,3.5541051808200197,0.2388059701492537
322,91.86,L000586,P000096,Al Lawson,RepAlLawsonJr,Bill Pascrell,BillPascrell,1,0,0,0,0.44195201421466973,0.04444444444444445
323,91.27,L000586,P000604,Al Lawson,RepAlLawsonJr,Donald Payne,RepDonaldPayne,1,0,0,0,3.9482328351728095,0.20454545454545456
324,91.12,L000586,P000197,Al Lawson,RepAlLawsonJr,Nancy Pelosi,NancyPelosi,0,1,0,0,5.4953474300558,0.1937984496124031
325,91.48,L000586,P000593,Al Lawson,RepAlLawsonJr,Ed Perlmutter,RepPerlmutter,1,1,0,0,3.2289918963014816,0.17647058823529413
326,89.56,L000586,P000608,Al Lawson,RepAlLawsonJr,Scott Peters,RepScottPeters,1,0,0,0,2.1057327782422792,0.13333333333333333
332,92.74,L000586,P000523,Al Lawson,RepAlLawsonJr,David Price,RepDavidEPrice,1,1,0,0,3.4587772371637016,0.21333333333333332
333,93.06,L000586,Q000023,Al Lawson,RepAlLawsonJr,Mike Quigley,RepMikeQuigley,1,0,0,0,3.388003544837498,0.2
335,93.64,L000586,R000602,Al Lawson,RepAlLawsonJr,Kathleen Rice,RepKathleenRice,0,0,0,0,4.732795923511616,0.20560747663551399
336,89.66,L000586,R000588,Al Lawson,RepAlLawsonJr,Cedric Richmond,RepRichmond,1,0,0,0,2.6721063924200084,0.17647058823529413
337,91.5,L000586,R000608,Al Lawson,RepAlLawsonJr,Jacky Rosen,RepJackyRosen,0,1,0,0,0.955543032284802,0.1
340,92.47,L000586,R000576,Al Lawson,RepAlLawsonJr,C.A. Dutch Ruppersberger,Call_Me_Dutch,1,1,0,0,4.131234981912555,0.1958762886597938
341,88.57,L000586,R000515,Al Lawson,RepAlLawsonJr,Bobby Rush,RepBobbyRush,1,1,0,0,1.260396097027252,0.1176470588235294
342,92.38,L000586,R000577,Al Lawson,RepAlLawsonJr,Tim Ryan,RepTimRyan,1,0,0,0,3.5907515050942886,0.14655172413793102
345,92.3,L000586,S001168,Al Lawson,RepAlLawsonJr,John Sarbanes,RepSarbanes,1,0,0,0,0.41009970140183655,0.04878048780487805
347,93.14,L000586,S001150,Al Lawson,RepAlLawsonJr,Adam Schiff,RepAdamSchiff,1,0,0,0,2.820096583378803,0.1368421052631579
349,87.39,L000586,S001180,Al Lawson,RepAlLawsonJr,Kurt Schrader,RepSchrader,1,1,0,0,2.722597563101648,0.14772727272727273
352,89.69,L000586,S000248,Al Lawson,RepAlLawsonJr,José Serrano,RepJoseSerrano,1,1,0,0,2.5177044239264177,0.16
353,93.52,L000586,S001185,Al Lawson,RepAlLawsonJr,Terri Sewell,RepTerriSewell,0,0,0,1,5.694922921247153,0.19402985074626866
355,91.35,L000586,S000344,Al Lawson,RepAlLawsonJr,Brad Sherman,BradSherman,1,1,0,0,4.615307987226245,0.21428571428571427
356,83.23,L000586,S001191,Al Lawson,RepAlLawsonJr,Kyrsten Sinema,RepSinema,0,0,0,0,6.442713344799517,0.15591397849462366
357,92.69,L000586,S001165,Al Lawson,RepAlLawsonJr,Albio Sires,RepSires,1,1,0,0,0.8593363275832789,0.0625
358,89.54,L000586,S000510,Al Lawson,RepAlLawsonJr,Adam Smith,RepAdamSmith,1,0,0,0,1.9822002560366865,0.10714285714285714
360,90.28,L000586,S001175,Al Lawson,RepAlLawsonJr,Jackie Speier,RepSpeier,0,1,0,0,6.99207672454112,0.2123287671232877
361,89.86,L000586,S001201,Al Lawson,RepAlLawsonJr,Thomas Suozzi,RepTomSuozzi,1,0,0,0,1.1981870145551337,0.10869565217391304
363,90.31,L000586,T000472,Al Lawson,RepAlLawsonJr,Mark Takano,RepMarkTakano,1,0,0,0,1.8704689912620367,0.16981132075471694
365,92.37,L000586,T000460,Al Lawson,RepAlLawsonJr,Mike Thompson,RepThompson,1,1,0,0,0.4065445562232344,0.047619047619047616
368,92.78,L000586,T000474,Al Lawson,RepAlLawsonJr,Norma Torres,NormaJTorres,0,0,0,0,2.1346156485673218,0.16393442622950818
370,92.12,L000586,V000130,Al Lawson,RepAlLawsonJr,Juan Vargas,RepJuanVargas,1,0,0,0,1.6879473878075713,0.1509433962264151
372,91.06,L000586,V000132,Al Lawson,RepAlLawsonJr,Filemon Vela,RepFilemonVela,1,0,0,0,2.8298117165808194,0.17567567567567569
373,90.12,L000586,V000081,Al Lawson,RepAlLawsonJr,Nydia Velázquez,NydiaVelazquez,0,1,0,0,4.601824690055883,0.2258064516129032
374,92.09,L000586,V000108,Al Lawson,RepAlLawsonJr,Peter Visclosky,RepVisclosky,1,1,0,0,4.011715472263713,0.17592592592592593
376,91.91,L000586,W000797,Al Lawson,RepAlLawsonJr,Debbie Wasserman Schultz,RepDWStweets,0,0,1,0,4.771933408124752,0.2075471698113208
377,90.15,L000586,W000187,Al Lawson,RepAlLawsonJr,Maxine Waters,MaxineWaters,0,0,0,0,0.2001115712554586,0.027027027027027032
379,90.55,L000586,W000800,Al Lawson,RepAlLawsonJr,Peter Welch,PeterWelch,1,1,0,0,2.722253795520376,0.16049382716049382
381,91.58,L000586,Y000062,Al Lawson,RepAlLawsonJr,John Yarmuth,RepJohnYarmuth,1,1,0,0,1.4664469392118271,0.1076923076923077
385,85.7,L000551,L000563,Barbara Lee,RepBarbaraLee,Daniel Lipinski,RepLipinski,0,0,0,0,6.739544048801916,0.2054794520547945
401,92.5,L000551,M001188,Barbara Lee,RepBarbaraLee,Grace Meng,RepGraceMeng,1,0,0,0,8.459079231494712,0.2781954887218045
407,95.34,L000551,N000015,Barbara Lee,RepBarbaraLee,Richard Neal,RepRichardNeal,0,1,0,0,2.136460965678722,0.06766917293233082
412,89.76,L000551,O000170,Barbara Lee,RepBarbaraLee,Beto O'Rourke,RepBetoORourke,0,0,0,0,1.833088475776532,0.061538461538461535
465,88.83,L000551,V000132,Barbara Lee,RepBarbaraLee,Filemon Vela,RepFilemonVela,0,0,0,0,8.918247933856673,0.28776978417266186
658,88.3,L000582,L000563,Ted Lieu,RepTedLieu,Daniel Lipinski,RepLipinski,1,1,0,0,5.77265781155654,0.1836734693877551
667,93.93,L000582,M000087,Ted Lieu,RepTedLieu,Carolyn Maloney,RepMaloney,0,0,0,0,12.106708561406826,0.36666666666666653
674,92.98,L000582,M001188,Ted Lieu,RepTedLieu,Grace Meng,RepGraceMeng,0,1,0,0,6.6800667546772186,0.21739130434782608
675,94.17,L000582,M001160,Ted Lieu,RepTedLieu,Gwen Moore,RepGwenMoore,0,0,0,0,12.389453854469554,0.3809523809523809
680,96.48,L000582,N000015,Ted Lieu,RepTedLieu,Richard Neal,RepRichardNeal,1,0,0,0,1.3714069455126532,0.04477611940298507
685,92.46,L000582,O000170,Ted Lieu,RepTedLieu,Beto O'Rourke,RepBetoORourke,1,1,0,0,1.3547671422581926,0.04615384615384616
731,95.43,L000582,T000460,Ted Lieu,RepTedLieu,Mike Thompson,RepThompson,1,0,1,0,1.734650064750916,0.06349206349206349
738,92.55,L000582,V000132,Ted Lieu,RepTedLieu,Filemon Vela,RepFilemonVela,1,1,0,0,7.774345380137001,0.24647887323943665
749,88.36,L000563,L000397,Daniel Lipinski,RepLipinski,Zoe Lofgren,RepZoeLofgren,0,0,0,0,1.301994360627994,0.08823529411764706
756,90.2,L000563,M000087,Daniel Lipinski,RepLipinski,Carolyn Maloney,RepMaloney,0,0,0,0,5.9542468675601965,0.2647058823529412
762,91.13,L000563,M001137,Daniel Lipinski,RepLipinski,Gregory Meeks,RepGregoryMeeks,1,0,0,0,6.614575108818928,0.2325581395348837
763,91.71,L000563,M001188,Daniel Lipinski,RepLipinski,Grace Meng,RepGraceMeng,0,1,0,0,2.5669329454530154,0.15
764,88.82,L000563,M001160,Daniel Lipinski,RepLipinski,Gwen Moore,RepGwenMoore,0,0,0,1,5.2162301443956975,0.2330097087378641
769,89.63,L000563,N000015,Daniel Lipinski,RepLipinski,Richard Neal,RepRichardNeal,1,0,0,0,0.8785306825774237,0.06666666666666668
774,93.21,L000563,O000170,Daniel Lipinski,RepLipinski,Beto O'Rourke,RepBetoORourke,1,1,0,0,0.4783213335183397,0.03448275862068965
790,89.78,L000563,R000602,Daniel Lipinski,RepLipinski,Kathleen Rice,RepKathleenRice,0,1,0,0,5.146301521997299,0.2016806722689076
793,89.25,L000563,R000486,Daniel Lipinski,RepLipinski,Lucille Roybal-Allard,RepRoybalAllard,0,0,0,0,6.115660347041197,0.22399999999999998
820,89.73,L000563,T000460,Daniel Lipinski,RepLipinski,Mike Thompson,RepThompson,1,0,0,0,0.4018942380791923,0.03571428571428571
823,91.57,L000563,T000474,Daniel Lipinski,RepLipinski,Norma Torres,NormaJTorres,0,1,0,0,2.1470908813944947,0.13333333333333333
827,88.45,L000563,V000132,Daniel Lipinski,RepLipinski,Filemon Vela,RepFilemonVela,1,1,0,0,4.0736176444327015,0.23170731707317074
925,94.51,B001303,B001278,Lisa Blunt Rochester,RepBRochester,Suzanne Bonamici,RepBonamici,1,1,0,0,3.2355241946961315,0.20270270270270271
928,93.29,B001303,B001227,Lisa Blunt Rochester,RepBRochester,Robert Brady,RepBrady,0,0,0,1,2.3240298747643657,0.15492957746478872
935,94.14,B001303,C001097,Lisa Blunt Rochester,RepBRochester,Tony Cárdenas,RepCardenas,0,1,0,0,4.505582443790996,0.18584070796460175
936,94.34,B001303,C001072,Lisa Blunt Rochester,RepBRochester,André Carson,RepAndreCarson,0,0,0,0,2.532063814584109,0.14285714285714285
937,95.5,B001303,C001090,Lisa Blunt Rochester,RepBRochester,Matt Cartwright,RepCartwright,0,1,0,1,6.247228430802691,0.21875
939,95.25,B001303,C001091,Lisa Blunt Rochester,RepBRochester,Joaquín Castro,JoaquinCastrotx,0,0,0,0,0.8458662586860048,0.06557377049180327
941,96.03,B001303,C001084,Lisa Blunt Rochester,RepBRochester,David Cicilline,RepCicilline,0,1,0,0,2.4095361793938443,0.16923076923076924
942,95.16,B001303,C001101,Lisa Blunt Rochester,RepBRochester,Katherine Clark,RepKClark,1,1,0,0,4.100177358980629,0.2235294117647059
947,93.48,B001303,C001068,Lisa Blunt Rochester,RepBRochester,Steve Cohen,RepCohen,0,0,0,0,0.4120589564041423,0.04444444444444445
956,96.02,B001303,C000984,Lisa Blunt Rochester,RepBRochester,Elijah Cummings,RepCummings,0,0,0,1,4.093706632788309,0.18446601941747573
958,96.42,B001303,D000598,Lisa Blunt Rochester,RepBRochester,Susan Davis,RepSusanDavis,1,0,0,0,2.1248447881060333,0.19230769230769232
961,93.81,B001303,D000620,Lisa Blunt Rochester,RepBRochester,John Delaney,RepJohnDelaney,0,1,0,1,2.5359162718314474,0.15584415584415584
963,95.86,B001303,D000617,Lisa Blunt Rochester,RepBRochester,Suzan DelBene,RepDelBene,1,1,0,0,3.4431974921450954,0.22535211267605634
965,94.22,B001303,D000623,Lisa Blunt Rochester,RepBRochester,Mark DeSaulnier,RepDeSaulnier,0,0,0,0,3.291104556578922,0.2307692307692308
968,95.35,B001303,D000399,Lisa Blunt Rochester,RepBRochester,Lloyd Doggett,RepLloydDoggett,0,0,0,0,1.0623316395524025,0.08771929824561403
