,agree_percent,member1_id,member2_id,fullname_1,twitter_account_1,party_x,fullname_2,twitter_account_2,party_y,same_gender,same_age,same_state,neighborState,distance,ademic,jaccard
0,95.79,L000560,L000557,Rick Larsen,RepRickLarsen,D,John Larson,RepJohnLarson,D,1,0,0,0,50.126964194464776,6.559611298734808,0.3295454545454545
13,95.13,L000560,L000580,Rick Larsen,RepRickLarsen,D,Michelle Lujan Grisham,RepLujanGrisham,D,0,1,0,0,21.32984704598238,7.288738450729244,0.35869565217391297
23,95.75,L000560,M001188,Rick Larsen,RepRickLarsen,D,Grace Meng,RepGraceMeng,D,0,0,0,0,49.26799976479467,4.3044333071488605,0.2602739726027397
26,88.9,L000560,M001202,Rick Larsen,RepRickLarsen,D,Stephanie Murphy,RepStephMurphy,D,0,0,0,0,45.702193012155476,4.175430232623406,0.22093023255813954
29,95.35,L000560,N000015,Rick Larsen,RepRickLarsen,D,Richard Neal,RepRichardNeal,D,1,0,0,0,50.00747319872226,0.8827177712295305,0.06557377049180327
34,95.47,L000560,O000170,Rick Larsen,RepRickLarsen,D,Beto O'Rourke,RepBetoORourke,D,1,1,0,0,23.133448309549113,0.7027320498042827,0.05172413793103448
35,93.74,L000560,P000034,Rick Larsen,RepRickLarsen,D,Frank Pallone,FrankPallone,D,1,0,0,0,48.879283184971506,9.778517043142813,0.3524590163934426
40,94.85,L000560,P000593,Rick Larsen,RepRickLarsen,D,Ed Perlmutter,RepPerlmutter,D,1,0,0,0,19.428624330442148,5.658161287333085,0.3048780487804878
41,89.25,L000560,P000608,Rick Larsen,RepRickLarsen,D,Scott Peters,RepScottPeters,D,1,1,0,0,16.371513353044797,4.743658194171776,0.28
52,89.71,L000560,R000608,Rick Larsen,RepRickLarsen,D,Jacky Rosen,RepJackyRosen,D,0,1,0,0,14.624726993357744,0.2023618696943225,0.017241379310344827
66,95.31,L000560,S000185,Rick Larsen,RepRickLarsen,D,Robert Scott,BobbyScott,D,1,0,0,0,47.3228994556025,9.718048333424631,0.35537190082644626
67,94.06,L000560,S000248,Rick Larsen,RepRickLarsen,D,José Serrano,RepJoseSerrano,D,1,0,0,0,49.18782912492809,4.887630214930632,0.28205128205128205
72,94.13,L000560,S001165,Rick Larsen,RepRickLarsen,D,Albio Sires,RepSires,D,1,0,0,0,48.985781173824996,2.6420804539218987,0.1791044776119403
83,95.46,L000560,T000474,Rick Larsen,RepRickLarsen,D,Norma Torres,NormaJTorres,D,0,1,0,0,15.127033412378662,3.8724233221351536,0.2647058823529412
87,91.25,L000560,V000132,Rick Larsen,RepRickLarsen,D,Filemon Vela,RepFilemonVela,D,1,1,0,0,32.326874247349245,4.253186318291875,0.2435897435897436
88,93.72,L000560,V000081,Rick Larsen,RepRickLarsen,D,Nydia Velázquez,NydiaVelazquez,D,0,0,0,0,49.1516770499365,7.387976119222231,0.34375
92,94.82,L000560,W000187,Rick Larsen,RepRickLarsen,D,Maxine Waters,MaxineWaters,D,0,0,0,0,15.038752814428713,0.4225900601403846,0.0392156862745098
93,92.25,L000560,W000822,Rick Larsen,RepRickLarsen,D,Bonnie Watson Coleman,RepBonnie,D,0,0,0,0,48.58763378559426,5.028069883857662,0.2323232323232323
126,94.38,L000557,N000127,John Larson,RepJohnLarson,D,Rick Nolan,USRepRickNolan,D,1,1,0,0,21.038509705547714,6.843129651626747,0.31958762886597936
130,93.71,L000557,O000170,John Larson,RepJohnLarson,D,Beto O'Rourke,RepBetoORourke,D,1,0,0,0,34.92897942174604,0.7109259254717611,0.04
136,93.05,L000557,P000593,John Larson,RepJohnLarson,D,Ed Perlmutter,RepPerlmutter,D,1,1,0,0,32.30251667746565,7.860636164744394,0.37777777777777777
147,94.36,L000557,R000588,John Larson,RepJohnLarson,D,Cedric Richmond,RepRichmond,D,1,0,0,0,21.350392573681024,5.0984838392078515,0.26744186046511625
148,90.93,L000557,R000608,John Larson,RepJohnLarson,D,Jacky Rosen,RepJackyRosen,D,0,1,0,0,42.74750802574553,0.2023618696943225,0.013333333333333334
160,86.99,L000557,S001180,John Larson,RepJohnLarson,D,Kurt Schrader,RepSchrader,D,1,1,0,0,50.423337431541604,9.786633566255947,0.4659090909090909
183,89.89,L000557,V000132,John Larson,RepJohnLarson,D,Filemon Vela,RepFilemonVela,D,1,0,0,0,28.60045783440071,4.25614316445734,0.2
188,93.12,L000557,W000187,John Larson,RepJohnLarson,D,Maxine Waters,MaxineWaters,D,0,0,0,0,46.2158536980867,0.42767444080456907,0.029411764705882356
189,93.61,L000557,W000822,John Larson,RepJohnLarson,D,Bonnie Watson Coleman,RepBonnie,D,0,1,0,0,2.2811836934345258,7.334773916707407,0.29906542056074764
198,90.48,L000581,L000563,Brenda Lawrence,RepLawrence,D,Daniel Lipinski,RepLipinski,D,0,0,0,0,4.764803171018589,3.863154490702381,0.2535211267605634
202,96.03,L000581,L000480,Brenda Lawrence,RepLawrence,D,Nita Lowey,NitaLowey,D,1,0,0,0,9.380937096350122,10.688474422526204,0.4247787610619469
204,93.89,L000581,L000580,Brenda Lawrence,RepLawrence,D,Michelle Lujan Grisham,RepLujanGrisham,D,1,1,0,0,24.12142934473893,7.8850386034884306,0.37894736842105264
206,91.76,L000581,M001185,Brenda Lawrence,RepLawrence,D,Sean Maloney,RepSeanMaloney,D,0,0,0,0,9.180356185959154,8.632238341310163,0.39
207,95.28,L000581,M000087,Brenda Lawrence,RepLawrence,D,Carolyn Maloney,RepMaloney,D,1,1,0,0,9.407942096476438,7.390259150751997,0.34
209,96.01,L000581,M001143,Brenda Lawrence,RepLawrence,D,Betty McCollum,BettyMcCollum04,D,1,1,0,0,10.102835398149947,9.101523416069279,0.4880952380952381
210,95.67,L000581,M001200,Brenda Lawrence,RepLawrence,D,A. McEachin,RepMcEachin,D,0,1,0,0,8.177931882707266,8.033466274503144,0.4556962025316456
212,95.53,L000581,M001166,Brenda Lawrence,RepLawrence,D,Jerry McNerney,RepMcNerney,D,0,1,0,0,38.36726975004445,6.558811291931335,0.33707865168539325
214,95.9,L000581,M001188,Brenda Lawrence,RepLawrence,D,Grace Meng,RepGraceMeng,D,1,0,0,0,9.535406096976963,3.27589204029668,0.18072289156626506
215,94.95,L000581,M001160,Brenda Lawrence,RepLawrence,D,Gwen Moore,RepGwenMoore,D,1,1,0,1,4.788550921944259,9.090400121262213,0.4712643678160919
216,95.1,L000581,M001196,Brenda Lawrence,RepLawrence,D,Seth Moulton,teammoulton,D,0,0,0,0,12.226136285193414,4.853496694970052,0.30985915492957744
217,87.33,L000581,M001202,Brenda Lawrence,RepLawrence,D,Stephanie Murphy,RepStephMurphy,D,1,0,0,0,13.926954902097965,6.972346578811593,0.3875
220,95.39,L000581,N000015,Brenda Lawrence,RepLawrence,D,Richard Neal,RepRichardNeal,D,0,1,0,0,10.34315558635548,1.1231669447110246,0.07575757575757576
221,93.72,L000581,N000127,Brenda Lawrence,RepLawrence,D,Rick Nolan,USRepRickNolan,D,0,0,0,0,11.005278517271092,7.2039103775150215,0.3928571428571429
225,93.66,L000581,O000170,Brenda Lawrence,RepLawrence,D,Beto O'Rourke,RepBetoORourke,D,0,0,0,0,25.408551924885806,0.6845655852777967,0.046875
228,95.59,L000581,P000096,Brenda Lawrence,RepLawrence,D,Bill Pascrell,BillPascrell,D,0,0,0,0,9.267284339492477,1.567114146682178,0.11475409836065575
231,93.95,L000581,P000593,Brenda Lawrence,RepLawrence,D,Ed Perlmutter,RepPerlmutter,D,0,1,0,0,22.0039643385778,7.310371462743063,0.4125
232,87.97,L000581,P000608,Brenda Lawrence,RepLawrence,D,Scott Peters,RepScottPeters,D,0,1,0,0,35.25053764274387,4.397970651776432,0.24390243902439024
238,95.55,L000581,P000523,Brenda Lawrence,RepLawrence,D,David Price,RepDavidEPrice,D,0,0,0,0,7.797347194351986,5.218750866820392,0.2823529411764706
243,90.16,L000581,R000608,Brenda Lawrence,RepLawrence,D,Jacky Rosen,RepJackyRosen,D,1,1,0,0,32.62024869299274,0.6647551724557788,0.04838709677419355
246,93.68,L000581,R000576,Brenda Lawrence,RepLawrence,D,C.A. Dutch Ruppersberger,Call_Me_Dutch,D,0,1,0,0,7.409759636902449,7.038692999558225,0.3636363636363637
248,95.01,L000581,R000577,Brenda Lawrence,RepLawrence,D,Tim Ryan,RepTimRyan,D,0,0,0,1,2.5904492876884766,8.133057257213919,0.4111111111111111
253,95.57,L000581,S001150,Brenda Lawrence,RepLawrence,D,Adam Schiff,RepAdamSchiff,D,0,1,0,0,36.04386899238357,6.094098827428415,0.2857142857142857
255,87.21,L000581,S001180,Brenda Lawrence,RepLawrence,D,Kurt Schrader,RepSchrader,D,0,1,0,0,40.00427601435758,6.980331880708546,0.372093023255814
258,94.34,L000581,S000248,Brenda Lawrence,RepLawrence,D,José Serrano,RepJoseSerrano,D,0,0,0,0,9.453290699287177,5.432920562400991,0.308641975308642
261,94.21,L000581,S000344,Brenda Lawrence,RepLawrence,D,Brad Sherman,BradSherman,D,0,1,0,0,36.3020045433875,8.936751247481242,0.42105263157894735
263,94.89,L000581,S001165,Brenda Lawrence,RepLawrence,D,Albio Sires,RepSires,D,0,1,0,0,9.255012393336287,2.8325144277444636,0.18055555555555555
269,95.04,L000581,T000472,Brenda Lawrence,RepLawrence,D,Mark Takano,RepMarkTakano,D,0,1,0,0,35.166636587587355,3.2217415317778335,0.22058823529411764
270,95.45,L000581,T000193,Brenda Lawrence,RepLawrence,D,Bennie Thompson,BennieGThompson,D,0,1,0,0,11.710455192994852,7.571057692749361,0.4788732394366197
278,90.63,L000581,V000132,Brenda Lawrence,RepLawrence,D,Filemon Vela,RepFilemonVela,D,0,1,0,0,20.698863815306414,5.5196728684388905,0.3205128205128205
279,94.25,L000581,V000081,Brenda Lawrence,RepLawrence,D,Nydia Velázquez,NydiaVelazquez,D,1,1,0,0,9.421195974077383,8.136764177560057,0.3775510204081632
283,95.3,L000581,W000187,Brenda Lawrence,RepLawrence,D,Maxine Waters,MaxineWaters,D,1,0,0,0,36.16738058344095,0.6448216817561949,0.05357142857142857
285,95.03,L000581,W000800,Brenda Lawrence,RepLawrence,D,Peter Welch,PeterWelch,D,0,1,0,0,10.65652946532567,5.6374305487846685,0.3170731707317073
287,96.04,L000581,Y000062,Brenda Lawrence,RepLawrence,D,John Yarmuth,RepJohnYarmuth,D,0,1,0,0,4.962370517591858,3.408891368060544,0.21333333333333332
292,91.39,L000586,L000563,Al Lawson,RepAlLawsonJr,D,Daniel Lipinski,RepLipinski,D,1,0,0,0,12.12537365077616,1.7416186628764516,0.14035087719298245
295,90.85,L000586,L000579,Al Lawson,RepAlLawsonJr,D,Alan Lowenthal,RepLowenthal,D,1,1,0,0,35.11688869299928,4.8296628324050666,0.2
296,91.96,L000586,L000480,Al Lawson,RepAlLawsonJr,D,Nita Lowey,NitaLowey,D,0,0,0,0,14.256988681710766,5.585275330130389,0.22321428571428573
298,91.81,L000586,L000580,Al Lawson,RepAlLawsonJr,D,Michelle Lujan Grisham,RepLujanGrisham,D,0,0,0,0,23.139412852452523,3.6887545363509338,0.18888888888888888
299,92.01,L000586,L000562,Al Lawson,RepAlLawsonJr,D,Stephen Lynch,RepStephenLynch,D,1,1,0,0,16.979423302536034,3.689978113817213,0.21518987341772156
300,93.21,L000586,M001185,Al Lawson,RepAlLawsonJr,D,Sean Maloney,RepSeanMaloney,D,1,0,0,0,14.338946017786373,5.236965221535493,0.25
301,91.75,L000586,M000087,Al Lawson,RepAlLawsonJr,D,Carolyn Maloney,RepMaloney,D,0,1,0,0,13.927073583364727,3.192656085630233,0.15789473684210525
302,92.82,L000586,M001163,Al Lawson,RepAlLawsonJr,D,Doris Matsui,DorisMatsui,D,0,1,0,0,39.015894481980425,3.0067397172239363,0.15730337078651685
303,90.79,L000586,M001143,Al Lawson,RepAlLawsonJr,D,Betty McCollum,BettyMcCollum04,D,0,1,0,0,17.466470057792506,4.939218083770277,0.27848101265822783
304,91.85,L000586,M001200,Al Lawson,RepAlLawsonJr,D,A. McEachin,RepMcEachin,D,1,0,0,0,8.965129427046898,7.123892517151586,0.5166666666666667
306,91.28,L000586,M001166,Al Lawson,RepAlLawsonJr,D,Jerry McNerney,RepMcNerney,D,1,1,0,0,38.72768423368082,3.2581792599120414,0.1875
307,90.98,L000586,M001137,Al Lawson,RepAlLawsonJr,D,Gregory Meeks,RepGregoryMeeks,D,1,1,0,0,13.966556503814221,5.8875310256694116,0.2280701754385965
308,90.68,L000586,M001188,Al Lawson,RepAlLawsonJr,D,Grace Meng,RepGraceMeng,D,0,0,0,0,14.001505169958715,1.833950492313364,0.12121212121212123
309,90.27,L000586,M001160,Al Lawson,RepAlLawsonJr,D,Gwen Moore,RepGwenMoore,D,0,1,0,0,13.437340509239124,4.729401116542273,0.2530120481927711
310,92.15,L000586,M001196,Al Lawson,RepAlLawsonJr,D,Seth Moulton,teammoulton,D,1,0,0,0,17.351847108548398,2.604101704196292,0.21052631578947367
314,92.54,L000586,N000015,Al Lawson,RepAlLawsonJr,D,Richard Neal,RepRichardNeal,D,1,1,0,0,15.827818366121445,0.0,0.0
315,92.06,L000586,N000127,Al Lawson,RepAlLawsonJr,D,Rick Nolan,USRepRickNolan,D,1,1,0,0,19.419664486553568,3.2223354146148075,0.19230769230769232
316,91.89,L000586,N000188,Al Lawson,RepAlLawsonJr,D,Donald Norcross,DonaldNorcross,D,1,0,0,0,12.474354949121244,5.128194319295004,0.3333333333333333
319,91.54,L000586,O000170,Al Lawson,RepAlLawsonJr,D,Beto O'Rourke,RepBetoORourke,D,1,0,0,0,23.00193435604535,0.4594747684960181,0.04878048780487805
322,91.86,L000586,P000096,Al Lawson,RepAlLawsonJr,D,Bill Pascrell,BillPascrell,D,1,0,0,0,13.927174439335197,0.4445781684874016,0.047619047619047616
324,91.12,L000586,P000197,Al Lawson,RepAlLawsonJr,D,Nancy Pelosi,NancyPelosi,D,0,1,0,0,39.78856177744728,5.591524032258235,0.1984126984126984
325,91.48,L000586,P000593,Al Lawson,RepAlLawsonJr,D,Ed Perlmutter,RepPerlmutter,D,1,1,0,0,23.65734939193434,3.2833362061826947,0.20270270270270271
326,89.56,L000586,P000608,Al Lawson,RepAlLawsonJr,D,Scott Peters,RepScottPeters,D,1,0,0,0,33.88628050077453,2.1550316225768955,0.14705882352941174
332,92.74,L000586,P000523,Al Lawson,RepAlLawsonJr,D,David Price,RepDavidEPrice,D,1,1,0,0,7.039936432312543,3.5209962902502534,0.2318840579710145
335,93.64,L000586,R000602,Al Lawson,RepAlLawsonJr,D,Kathleen Rice,RepKathleenRice,D,0,0,0,0,14.094336962117385,4.62622920546588,0.28378378378378377
336,89.66,L000586,R000588,Al Lawson,RepAlLawsonJr,D,Cedric Richmond,RepRichmond,D,1,0,0,0,7.299762955606308,2.7029645740190507,0.1935483870967742
337,91.5,L000586,R000608,Al Lawson,RepAlLawsonJr,D,Jacky Rosen,RepJackyRosen,D,0,1,0,0,32.226952083316924,0.9746331284045312,0.10810810810810813
340,92.47,L000586,R000576,Al Lawson,RepAlLawsonJr,D,C.A. Dutch Ruppersberger,Call_Me_Dutch,D,1,1,0,0,11.222716013532407,4.01637683646755,0.2307692307692308
342,92.38,L000586,R000577,Al Lawson,RepAlLawsonJr,D,Tim Ryan,RepTimRyan,D,1,0,0,0,10.963048299906138,3.4578001864430656,0.1839080459770115
344,91.53,L000586,S001156,Al Lawson,RepAlLawsonJr,D,Linda Sánchez,RepLindaSanchez,D,0,0,0,0,34.91393693143812,6.374690536949372,0.22399999999999998
347,93.14,L000586,S001150,Al Lawson,RepAlLawsonJr,D,Adam Schiff,RepAdamSchiff,D,1,0,0,0,35.17420349147409,2.859300970884335,0.14606741573033707
349,87.39,L000586,S001180,Al Lawson,RepAlLawsonJr,D,Kurt Schrader,RepSchrader,D,1,1,0,0,42.38215984557338,2.7725214058155143,0.16049382716049382
352,89.69,L000586,S000248,Al Lawson,RepAlLawsonJr,D,José Serrano,RepJoseSerrano,D,1,1,0,0,14.022087893907376,2.5638361120158177,0.17142857142857146
353,93.52,L000586,S001185,Al Lawson,RepAlLawsonJr,D,Terri Sewell,RepTerriSewell,D,0,0,0,1,4.742651924223769,5.591524032258235,0.22935779816513766
355,91.35,L000586,S000344,Al Lawson,RepAlLawsonJr,D,Brad Sherman,BradSherman,D,1,1,0,0,35.4217409994244,4.690899325373716,0.2333333333333333
357,92.69,L000586,S001165,Al Lawson,RepAlLawsonJr,D,Albio Sires,RepSires,D,1,1,0,0,13.801111395498495,0.8695051762387986,0.07017543859649122
358,89.54,L000586,S000510,Al Lawson,RepAlLawsonJr,D,Adam Smith,RepAdamSmith,D,1,0,0,0,42.481258143453175,2.0120074283281464,0.1153846153846154
360,90.28,L000586,S001175,Al Lawson,RepAlLawsonJr,D,Jackie Speier,RepSpeier,D,0,1,0,0,39.68500275765172,7.115584523498256,0.2384615384615385
363,90.31,L000586,T000472,Al Lawson,RepAlLawsonJr,D,Mark Takano,RepMarkTakano,D,1,0,0,0,34.16131600761336,1.900965797659764,0.18
365,92.37,L000586,T000460,Al Lawson,RepAlLawsonJr,D,Mike Thompson,RepThompson,D,1,1,0,0,39.96608765024464,0.4125544640419626,0.05128205128205128
368,92.78,L000586,T000474,Al Lawson,RepAlLawsonJr,D,Norma Torres,NormaJTorres,D,0,0,0,0,34.45383170492518,2.165487478021522,0.1724137931034483
370,92.12,L000586,V000130,Al Lawson,RepAlLawsonJr,D,Juan Vargas,RepJuanVargas,D,1,0,0,0,32.29561242823156,1.7204999691285447,0.16
372,91.06,L000586,V000132,Al Lawson,RepAlLawsonJr,D,Filemon Vela,RepFilemonVela,D,1,0,0,0,14.603398476722155,2.877765728393328,0.19696969696969696
373,90.12,L000586,V000081,Al Lawson,RepAlLawsonJr,D,Nydia Velázquez,NydiaVelazquez,D,0,1,0,0,13.882553958806401,4.689915482832637,0.2333333333333333
376,91.91,L000586,W000797,Al Lawson,RepAlLawsonJr,D,Debbie Wasserman Schultz,RepDWStweets,D,0,0,1,0,5.334941232171008,4.848382142624059,0.2222222222222222
377,90.15,L000586,W000187,Al Lawson,RepAlLawsonJr,D,Maxine Waters,MaxineWaters,D,0,0,0,0,35.18245793464976,0.20544281918875867,0.029411764705882356
379,90.55,L000586,W000800,Al Lawson,RepAlLawsonJr,D,Peter Welch,PeterWelch,D,1,1,0,0,17.300907465510274,2.7648890021663144,0.18309859154929575
381,91.58,L000586,Y000062,Al Lawson,RepAlLawsonJr,D,John Yarmuth,RepJohnYarmuth,D,1,1,0,0,8.094723335851866,1.4782587473755362,0.11666666666666667
385,85.7,L000551,L000563,Barbara Lee,RepBarbaraLee,D,Daniel Lipinski,RepLipinski,D,0,0,0,0,34.54652340989147,6.8962215571068475,0.234375
401,92.5,L000551,M001188,Barbara Lee,RepBarbaraLee,D,Grace Meng,RepGraceMeng,D,1,0,0,0,48.48876300822214,8.607507527565822,0.2846153846153846
403,91.01,L000551,M001196,Barbara Lee,RepBarbaraLee,D,Seth Moulton,teammoulton,D,0,0,0,0,51.47824610304948,7.501563418735177,0.2558139534883721
407,95.34,L000551,N000015,Barbara Lee,RepBarbaraLee,D,Richard Neal,RepRichardNeal,D,0,1,0,0,49.573962838692744,2.165952805098114,0.06870229007633588
412,89.76,L000551,O000170,Barbara Lee,RepBarbaraLee,D,Beto O'Rourke,RepBetoORourke,D,0,0,0,0,17.00874240136195,1.8715778358705168,0.0625
415,93.33,L000551,P000096,Barbara Lee,RepBarbaraLee,D,Bill Pascrell,BillPascrell,D,0,0,0,0,48.247415958480424,1.804943660161536,0.062015503875968984
419,85.89,L000551,P000608,Barbara Lee,RepBarbaraLee,D,Scott Peters,RepScottPeters,D,0,0,1,0,7.071495393253949,9.271626587112943,0.3053435114503817
430,88.93,L000551,R000608,Barbara Lee,RepBarbaraLee,D,Jacky Rosen,RepJackyRosen,D,1,0,0,1,7.400556110600553,1.986502706036949,0.06349206349206349
433,88.56,L000551,R000576,Barbara Lee,RepBarbaraLee,D,C.A. Dutch Ruppersberger,Call_Me_Dutch,D,0,1,0,0,45.76651678531717,13.513682200210535,0.4538461538461538
437,97.26,L000551,S001156,Barbara Lee,RepBarbaraLee,D,Linda Sánchez,RepLindaSanchez,D,1,0,1,0,5.6672300405477385,25.57506492281096,0.7826086956521741
450,94.87,L000551,S001165,Barbara Lee,RepBarbaraLee,D,Albio Sires,RepSires,D,0,1,0,0,48.2015183517431,5.851656022570626,0.203125
463,95.78,L000551,V000130,Barbara Lee,RepBarbaraLee,D,Juan Vargas,RepJuanVargas,D,0,0,1,0,8.242448986993477,5.319988340331794,0.1796875
465,88.83,L000551,V000132,Barbara Lee,RepBarbaraLee,D,Filemon Vela,RepFilemonVela,D,0,0,0,0,26.56765990670979,9.095590509292416,0.30303030303030304
470,95.02,L000551,W000187,Barbara Lee,RepBarbaraLee,D,Maxine Waters,MaxineWaters,D,1,1,1,0,5.495706189718133,0.6448216817561949,0.024
658,88.3,L000582,L000563,Ted Lieu,RepTedLieu,D,Daniel Lipinski,RepLipinski,D,1,1,0,0,31.638665956366925,4.606246886256852,0.1875
667,93.93,L000582,M000087,Ted Lieu,RepTedLieu,D,Carolyn Maloney,RepMaloney,D,0,0,0,0,45.14881205966225,12.351188194260391,0.4471544715447153
672,93.32,L000582,M001166,Ted Lieu,RepTedLieu,D,Jerry McNerney,RepMcNerney,D,1,0,1,0,4.814150495773585,10.416923493217654,0.3931623931623932
674,92.98,L000582,M001188,Ted Lieu,RepTedLieu,D,Grace Meng,RepGraceMeng,D,0,1,0,0,45.27195213682132,6.600305945887323,0.2566371681415929
675,94.17,L000582,M001160,Ted Lieu,RepTedLieu,D,Gwen Moore,RepGwenMoore,D,0,0,0,0,31.948953646299078,12.163828005987327,0.4576271186440678
677,86.11,L000582,M001202,Ted Lieu,RepTedLieu,D,Stephanie Murphy,RepStephMurphy,D,0,0,0,0,37.73192737078438,10.725087685568344,0.4090909090909091
680,96.48,L000582,N000015,Ted Lieu,RepTedLieu,D,Richard Neal,RepRichardNeal,D,1,0,0,0,46.48527354631625,1.3914671385528472,0.05504587155963303
681,95.75,L000582,N000127,Ted Lieu,RepTedLieu,D,Rick Nolan,USRepRickNolan,D,1,0,0,0,28.667948803519625,10.382369399243881,0.412280701754386
685,92.46,L000582,O000170,Ted Lieu,RepTedLieu,D,Beto O'Rourke,RepBetoORourke,D,1,1,0,0,12.505197716830356,1.3726983359269211,0.057142857142857134
688,94.15,L000582,P000096,Ted Lieu,RepTedLieu,D,Bill Pascrell,BillPascrell,D,1,0,0,0,45.04396880911334,1.1269227635084975,0.04672897196261682
692,88.64,L000582,P000608,Ted Lieu,RepTedLieu,D,Scott Peters,RepScottPeters,D,1,0,1,0,1.8640708809549125,7.784599257033613,0.3035714285714285
702,93.73,L000582,R000588,Ted Lieu,RepTedLieu,D,Cedric Richmond,RepRichmond,D,1,1,0,0,28.269109149409285,7.124261047916592,0.2909090909090909
713,95.54,L000582,S001150,Ted Lieu,RepTedLieu,D,Adam Schiff,RepAdamSchiff,D,1,1,1,0,0.37596951375123816,11.421584081698793,0.4166666666666667
723,95.99,L000582,S001165,Ted Lieu,RepTedLieu,D,Albio Sires,RepSires,D,1,0,0,0,44.98651469851728,4.708726609240825,0.19444444444444445
729,92.78,L000582,T000472,Ted Lieu,RepTedLieu,D,Mark Takano,RepMarkTakano,D,1,1,1,0,1.2938838836316129,4.856993848375828,0.20952380952380956
731,95.43,L000582,T000460,Ted Lieu,RepTedLieu,D,Mike Thompson,RepThompson,D,1,0,1,0,5.9315743373619005,1.7661237031861876,0.07920792079207921
738,92.55,L000582,V000132,Ted Lieu,RepTedLieu,D,Filemon Vela,RepFilemonVela,D,1,1,0,0,21.88354830741474,7.714473107864058,0.3008849557522124
743,93.26,L000582,W000187,Ted Lieu,RepTedLieu,D,Maxine Waters,MaxineWaters,D,0,0,1,0,0.2904882804991289,0.6448216817561949,0.03
745,92.4,L000582,W000800,Ted Lieu,RepTedLieu,D,Peter Welch,PeterWelch,D,1,0,0,0,47.01925474984262,9.133711304259057,0.36936936936936937
747,94.15,L000582,Y000062,Ted Lieu,RepTedLieu,D,John Yarmuth,RepJohnYarmuth,D,1,0,0,0,33.16340786559721,5.7980167122355715,0.23853211009174316
750,89.51,L000563,L000579,Daniel Lipinski,RepLipinski,D,Alan Lowenthal,RepLowenthal,D,1,0,0,0,31.51608733696353,6.536514366679423,0.27884615384615385
753,91.96,L000563,L000580,Daniel Lipinski,RepLipinski,D,Michelle Lujan Grisham,RepLujanGrisham,D,0,1,0,0,19.429413008206453,5.079065169094727,0.27058823529411763
755,90.97,L000563,M001185,Daniel Lipinski,RepLipinski,D,Sean Maloney,RepSeanMaloney,D,1,1,0,0,13.818309081474268,5.125064943083204,0.24731182795698925
756,90.2,L000563,M000087,Daniel Lipinski,RepLipinski,D,Carolyn Maloney,RepMaloney,D,0,0,0,0,13.97640702316343,6.0833411513227675,0.32142857142857145
759,91.68,L000563,M001200,Daniel Lipinski,RepLipinski,D,A. McEachin,RepMcEachin,D,1,1,0,0,11.72576131443582,3.0174678559091914,0.1794871794871795
761,92.5,L000563,M001166,Daniel Lipinski,RepLipinski,D,Jerry McNerney,RepMcNerney,D,1,0,0,0,33.609733758047646,4.642128355642844,0.28
763,91.71,L000563,M001188,Daniel Lipinski,RepLipinski,D,Grace Meng,RepGraceMeng,D,0,1,0,0,14.10395497429504,2.6233884287602804,0.19047619047619047
764,88.82,L000563,M001160,Daniel Lipinski,RepLipinski,D,Gwen Moore,RepGwenMoore,D,0,0,0,1,1.3863305290068986,5.083989624948424,0.2804878048780488
769,89.63,L000563,N000015,Daniel Lipinski,RepLipinski,D,Richard Neal,RepRichardNeal,D,1,0,0,0,15.05318409608218,0.8929681382690512,0.09090909090909093
774,93.21,L000563,O000170,Daniel Lipinski,RepLipinski,D,Beto O'Rourke,RepBetoORourke,D,1,1,0,0,20.844150515558567,0.4988794999435961,0.047619047619047616
775,87.13,L000563,P000034,Daniel Lipinski,RepLipinski,D,Frank Pallone,FrankPallone,D,1,0,0,0,13.688937531327765,6.627982232379564,0.24369747899159666
779,91.28,L000563,P000197,Daniel Lipinski,RepLipinski,D,Nancy Pelosi,NancyPelosi,D,0,0,0,0,34.758433179851124,6.236143378630272,0.2258064516129032
780,93.14,L000563,P000593,Daniel Lipinski,RepLipinski,D,Ed Perlmutter,RepPerlmutter,D,1,0,0,0,17.246047475649295,4.172189902559111,0.2676056338028169
781,89.46,L000563,P000608,Daniel Lipinski,RepLipinski,D,Scott Peters,RepScottPeters,D,1,1,0,0,30.517237623740954,3.9788155581090514,0.29508196721311475
791,86.92,L000563,R000588,Daniel Lipinski,RepLipinski,D,Cedric Richmond,RepRichmond,D,1,1,0,0,11.954203004901276,3.2928163129996424,0.25
792,90.27,L000563,R000608,Daniel Lipinski,RepLipinski,D,Jacky Rosen,RepJackyRosen,D,0,1,0,0,27.859890669696302,0.4519043843235343,0.05
795,94.37,L000563,R000576,Daniel Lipinski,RepLipinski,D,C.A. Dutch Ruppersberger,Call_Me_Dutch,D,1,0,0,0,11.649112966251074,3.9189200362175054,0.2278481012658228
802,90.93,L000563,S001150,Daniel Lipinski,RepLipinski,D,Adam Schiff,RepAdamSchiff,D,1,1,0,0,31.289583505873328,4.181651532826018,0.2261904761904762
807,88.57,L000563,S000248,Daniel Lipinski,RepLipinski,D,José Serrano,RepJoseSerrano,D,1,0,0,0,14.031173869558135,2.6119874983022555,0.16901408450704225
810,93.54,L000563,S000344,Daniel Lipinski,RepLipinski,D,Brad Sherman,BradSherman,D,1,0,0,0,31.547596032376852,5.164740560056746,0.25842696629213485
812,89.49,L000563,S001165,Daniel Lipinski,RepLipinski,D,Albio Sires,RepSires,D,1,0,0,0,13.818080458477047,1.9781901435137503,0.16981132075471694
